from_node,to_node,edge_key,distance_km,traffic_weight,travel_time_min,highway_type,maxspeed
61182955,61323200,0,0.095,2.23,0.21,tertiary,20 mph
61283119,61283126,0,0.104,2.91,0.25,primary,20 mph
61283119,61321743,0,0.135,1.17,0.25,residential,20 mph
61283119,61283322,0,0.043,2.37,0.09,residential,20 mph
61283126,61321144,0,0.103,2.37,0.23,primary,20 mph
61283126,61331850,0,0.134,1.12,0.25,residential,20 mph
61283126,61283315,0,0.043,1.0,0.08,residential,20 mph
61283218,61324632,0,0.452,1.72,0.91,residential,25 mph
61283218,61283269,0,0.833,2.79,1.95,secondary,20 mph
61283218,61317302,0,0.11,2.33,0.24,secondary,20 mph
61283269,61321312,0,0.268,3.22,0.66,primary,25 mph
61283269,6100432137,0,0.499,2.95,1.19,secondary,20 mph
61283269,61283218,0,0.833,2.93,1.98,secondary,20 mph
61283269,61323022,0,0.119,2.69,0.27,primary,25 mph
61283273,61283287,0,0.16,1.92,0.33,tertiary,20 mph
61283273,61283333,0,0.085,2.43,0.19,tertiary,20 mph
61283273,61283340,0,0.073,2.72,0.17,tertiary,20 mph
61283287,61321748,0,0.072,2.69,0.17,tertiary,15 mph
61283293,568218971,0,0.013,2.5,0.03,trunk,35 mph
61283293,61283311,0,0.064,2.11,0.14,residential,25 mph
61283300,61283287,0,0.075,3.3,0.19,tertiary,20 mph
61283305,61317713,0,0.068,1.64,0.14,residential,25 mph
61283305,61283345,0,0.073,2.52,0.17,residential,20 mph
61283311,61283293,0,0.064,2.65,0.15,residential,25 mph
61283311,61324632,0,0.204,1.0,0.37,residential,25 mph
61283315,61321146,0,0.039,1.0,0.07,residential,20 mph
61283315,61283126,0,0.043,1.84,0.09,residential,20 mph
61283315,61283322,0,0.102,1.55,0.2,residential,25 mph
61283322,61283305,0,0.048,1.39,0.09,residential,20 mph
61283322,61283315,0,0.102,2.36,0.23,residential,25 mph
61283333,61317333,0,0.313,3.98,0.84,trunk,25 mph
61283333,4978327603,0,0.083,2.54,0.19,trunk,25 mph
61283333,61283273,0,0.085,2.84,0.2,tertiary,20 mph
61283340,61327626,0,0.064,2.43,0.14,tertiary,20 mph
61283340,61283300,0,0.158,1.82,0.32,residential,20 mph
61283340,61283273,0,0.073,2.69,0.17,tertiary,20 mph
61283345,61283300,0,0.041,3.02,0.1,tertiary,20 mph
61283350,4406201720,0,0.196,3.05,0.47,secondary,25 mph
61283350,61283366,0,0.054,4.47,0.15,primary,25 mph
61283350,61318572,0,0.135,3.59,0.35,primary,25 mph
61283366,61323890,0,0.303,1.66,0.61,unclassified,unknown
61283366,61283350,0,0.054,2.7,0.12,primary,25 mph
61283366,6100432137,0,0.116,2.14,0.25,primary,25 mph
61283373,8602936356,0,0.015,3.83,0.04,primary,20 mph
61283373,2742713339,0,0.057,2.2,0.12,unclassified,unknown
61283373,61283385,0,0.159,3.56,0.41,primary,20 mph
61283385,9632096589,0,0.133,1.28,0.25,residential,25 mph
61283385,61329857,0,0.093,2.69,0.21,primary,20 mph
61283385,61283373,0,0.159,4.51,0.45,primary,20 mph
61316733,7086766356,0,0.085,4.59,0.25,trunk,unknown
61316733,61325507,0,0.095,2.62,0.22,trunk_link,unknown
61316733,61326047,0,0.132,3.4,0.33,secondary,25 mph
61316739,5175215935,0,0.091,1.4,0.18,residential,25 mph
61316739,61324868,0,0.047,3.24,0.12,primary,20 mph
61316739,61328950,0,0.122,3.34,0.31,primary,25 mph
61317281,7590916054,0,0.035,1.44,0.07,trunk_link,20 mph
61317281,61317284,0,0.301,2.88,0.71,trunk,35 mph
61317284,11749290935,0,0.192,1.43,0.37,trunk_link,35 mph
61317284,61327635,0,0.383,3.25,0.95,trunk,35 mph
61317292,61318066,0,0.173,2.88,0.41,unclassified,unknown
61317292,61328222,0,0.253,3.44,0.64,secondary,20 mph
61317292,61317302,0,0.084,1.95,0.18,secondary,20 mph
61317302,61328171,0,0.199,1.46,0.39,unclassified,unknown
61317302,61283218,0,0.11,2.62,0.25,secondary,20 mph
61317302,61317292,0,0.084,2.22,0.18,secondary,20 mph
61317303,61325617,0,0.21,2.9,0.5,primary,"['20 mph', '25 mph']"
61317303,61324508,0,0.494,2.89,1.17,trunk,35 mph
61317303,61317323,0,0.359,2.98,0.86,trunk,35 mph
61317320,61328597,0,0.172,3.61,0.44,trunk,35 mph
61317320,61317323,0,0.087,4.19,0.24,trunk,35 mph
61317323,61321481,0,0.079,2.97,0.19,tertiary,20 mph
61317323,61317303,0,0.359,3.99,0.97,trunk,35 mph
61317323,61317320,0,0.087,2.53,0.2,trunk,35 mph
61317333,61328128,0,0.294,3.15,0.72,trunk,35 mph
61317333,567777297,0,0.139,1.57,0.27,residential,20 mph
61317333,61283333,0,0.313,2.8,0.73,trunk,25 mph
61317337,61317338,0,0.04,2.96,0.1,secondary,25 mph
61317337,61328373,0,0.105,1.0,0.19,residential,unknown
61317337,11749358460,0,0.037,3.22,0.09,secondary,25 mph
61317338,61323462,0,0.052,2.16,0.11,secondary,25 mph
61317338,61317337,0,0.04,2.4,0.09,secondary,25 mph
61317338,61328376,0,0.105,2.16,0.23,residential,20 mph
61317355,61317365,0,0.126,2.63,0.29,residential,unknown
61317355,61321119,0,0.054,3.12,0.13,secondary,20 mph
61317355,61326778,0,0.045,1.71,0.09,secondary,"['20 mph', '25 mph']"
61317356,61318453,0,0.084,2.88,0.2,tertiary,25 mph
61317356,61321129,0,0.087,3.27,0.22,tertiary,25 mph
61317358,61325540,0,0.128,1.49,0.25,residential,25 mph
61317358,11729585231,0,0.022,2.89,0.05,primary,25
61317361,61317364,0,0.038,2.77,0.09,primary,20 mph
61317361,61321188,0,0.141,2.76,0.33,primary,20 mph
61317361,61326775,0,0.086,1.67,0.17,residential,20 mph
61317361,61321194,0,0.119,2.2,0.26,residential,20 mph
61317362,61326938,0,0.259,1.07,0.47,residential,20 mph
61317362,61326791,0,0.073,3.38,0.18,primary,20 mph
61317362,61317364,0,0.069,4.58,0.2,primary,20 mph
61317364,61317422,0,0.049,1.73,0.1,residential,25 mph
61317364,61317362,0,0.069,3.28,0.17,primary,20 mph
61317364,61317361,0,0.038,3.29,0.09,primary,20 mph
61317365,61317355,0,0.126,1.87,0.26,residential,unknown
61317365,61317382,0,0.038,3.01,0.09,residential,20 mph
61317367,61321101,0,0.174,2.77,0.41,tertiary,20 mph
61317367,61326819,0,0.117,2.6,0.27,primary,25 mph
61317367,61326778,0,0.128,2.84,0.3,primary,25 mph
61317367,61317365,0,0.048,1.93,0.1,residential,20 mph
61317368,61327617,0,0.352,2.67,0.81,residential,25 mph
61317368,61317370,0,0.039,3.31,0.1,tertiary,25 mph
61317368,61322308,0,0.26,2.81,0.61,tertiary,25 mph
61317369,61317370,0,0.07,3.0,0.17,tertiary,25 mph
61317369,61317370,1,0.309,1.68,0.62,residential,20 mph
61317369,61322759,0,0.105,3.59,0.27,tertiary,25 mph
61317369,61330610,0,0.073,1.67,0.15,residential,25 mph
61317370,61317369,0,0.07,3.24,0.17,tertiary,25 mph
61317370,61317369,1,0.309,2.13,0.66,residential,20 mph
61317370,61317368,0,0.039,2.76,0.09,tertiary,25 mph
61317371,61325523,0,0.022,2.85,0.05,tertiary,20 mph
61317371,61323319,0,0.084,4.21,0.23,primary,25
61317375,61318164,0,0.142,2.45,0.32,residential,20 mph
61317375,61318489,0,0.066,3.2,0.16,tertiary,unknown
61317375,1092559890,0,0.025,2.98,0.06,tertiary,unknown
61317381,61317741,0,0.063,2.12,0.14,residential,20 mph
61317381,61317383,0,0.078,1.56,0.15,residential,20 mph
61317382,61321032,0,0.104,1.61,0.21,residential,20 mph
61317383,61321763,0,0.11,1.0,0.2,residential,20 mph
61317383,61317386,0,0.066,1.16,0.12,residential,20 mph
61317385,1092559890,0,0.09,2.99,0.22,tertiary,unknown
61317386,61328051,0,0.114,1.78,0.23,secondary,25 mph
61317386,61318436,0,0.117,2.68,0.27,secondary,25 mph
61317398,61330442,0,0.036,2.32,0.08,residential,25 mph
61317398,61317399,0,0.016,2.29,0.04,primary,25 mph
61317399,13073528017,0,0.069,3.32,0.17,primary,25 mph
61317400,61317709,0,0.132,3.51,0.34,secondary,20 mph
61317400,61317398,0,0.09,3.96,0.24,primary,25 mph
61317400,61329824,0,0.064,2.62,0.15,secondary,20 mph
61317410,61317417,0,0.03,3.96,0.08,trunk,25 mph
61317410,276252929,0,0.172,1.0,0.31,trunk_link,unknown
61317411,61317413,0,0.033,1.0,0.06,residential,25 mph
61317413,61321284,0,0.039,1.76,0.08,residential,20 mph
61317413,61317411,0,0.033,1.33,0.06,residential,25 mph
61317415,61317416,0,0.046,1.59,0.09,residential,25 mph
61317416,61321780,0,0.034,2.1,0.07,residential,20 mph
61317416,61317415,0,0.046,2.41,0.1,residential,25 mph
61317417,3403172498,0,0.02,3.12,0.05,trunk,25 mph
61317420,13086121805,0,0.031,3.63,0.08,primary,20 mph
61317420,13086121874,0,0.008,1.0,0.01,residential,20 mph
61317422,61317364,0,0.049,1.71,0.1,residential,25 mph
61317423,11721789500,0,0.11,3.09,0.27,primary,20 mph
61317423,61324168,0,0.071,3.34,0.18,primary,"['20 mph', '25 mph']"
61317423,61321756,0,0.088,3.76,0.23,primary,20 mph
61317423,13086121805,0,0.057,2.99,0.14,primary,20 mph
61317426,61317427,0,0.047,1.58,0.09,residential,25 mph
61317427,61317426,0,0.047,2.99,0.11,residential,25 mph
61317427,61327320,0,0.058,1.93,0.12,residential,20 mph
61317428,61317429,0,0.046,1.9,0.1,residential,25 mph
61317428,61317483,0,0.049,2.84,0.12,tertiary,20 mph
61317428,61318065,0,0.051,3.35,0.13,tertiary,20 mph
61317429,61317428,0,0.046,1.89,0.1,residential,25 mph
61317442,61317417,0,0.052,3.29,0.13,trunk,25 mph
61317442,61317410,0,0.038,2.3,0.08,trunk_link,unknown
61317446,12854552287,0,0.062,3.2,0.15,trunk,25 mph
61317446,61317442,0,0.014,4.0,0.04,trunk,25 mph
61317454,61327783,0,0.039,1.94,0.08,residential,20 mph
61317454,12230555441,0,0.034,2.05,0.07,residential,25 mph
61317457,61321641,0,0.109,3.38,0.27,secondary,20 mph
61317457,61321635,0,0.037,2.59,0.08,secondary,20 mph
61317471,61317523,0,0.066,2.0,0.14,residential,25 mph
61317476,61317478,0,0.274,1.95,0.57,residential,25 mph
61317476,61322354,0,0.075,2.8,0.18,tertiary,20 mph
61317476,61321580,0,0.088,2.98,0.21,tertiary,20 mph
61317478,61317476,0,0.274,2.0,0.58,residential,25 mph
61317478,61328107,0,0.085,1.16,0.16,residential,25 mph
61317478,61326977,0,0.078,2.52,0.18,residential,25 mph
61317483,6590017300,0,0.01,2.41,0.02,tertiary,20 mph
61317483,61317489,0,0.044,1.27,0.08,residential,25 mph
61317483,61317428,0,0.049,3.28,0.12,tertiary,20 mph
61317485,61317495,0,0.036,2.24,0.08,residential,25 mph
61317489,61317483,0,0.044,3.0,0.11,residential,25 mph
61317491,61317497,0,0.046,1.99,0.1,residential,25 mph
61317495,61324192,0,0.103,3.45,0.26,primary,20 mph
61317495,61317485,0,0.036,1.77,0.07,residential,25 mph
61317497,61317491,0,0.046,1.98,0.1,residential,25 mph
61317497,61318136,0,0.029,1.82,0.06,residential,20 mph
61317497,61323206,0,0.133,1.57,0.26,residential,20 mph
61317499,61317513,0,0.05,1.42,0.1,residential,25 mph
61317499,61321084,0,0.094,1.4,0.18,residential,20 mph
61317501,61317503,0,0.063,1.56,0.12,unclassified,25 mph
61317501,61321470,0,0.066,2.0,0.14,secondary,25 mph
61317503,61317501,0,0.063,2.29,0.14,unclassified,25 mph
61317509,61317511,0,0.061,2.41,0.14,residential,25 mph
61317509,61322531,0,0.109,2.28,0.24,residential,20 mph
61317511,61317509,0,0.061,2.28,0.13,residential,25 mph
61317513,61317499,0,0.05,1.53,0.1,residential,25 mph
61317515,2675243995,0,0.03,2.55,0.07,tertiary,20 mph
61317515,61317529,0,0.023,2.83,0.05,residential,25 mph
61317521,61324138,0,0.188,1.08,0.34,residential,20 mph
61317521,61321975,0,0.073,1.7,0.15,residential,20 mph
61317523,61317471,0,0.066,1.47,0.13,residential,25 mph
61317523,61318060,0,0.068,3.11,0.17,secondary,20 mph
61317523,61327087,0,0.081,3.01,0.19,secondary,20 mph
61317525,61317529,0,0.034,2.05,0.07,residential,25 mph
61317525,61317525,0,0.098,1.36,0.19,residential,25 mph
61317525,61317525,1,0.098,2.78,0.23,residential,25 mph
61317529,61317525,0,0.034,1.25,0.06,residential,25 mph
61317529,61328155,0,0.026,1.8,0.05,residential,25 mph
61317529,61317515,0,0.023,1.81,0.05,residential,25 mph
61317531,61317533,0,0.011,2.5,0.02,primary_link,unknown
61317531,61317611,0,0.053,3.64,0.14,primary,25 mph
61317531,61329935,0,0.076,3.22,0.19,tertiary,20 mph
61317533,61317531,0,0.011,1.37,0.02,primary_link,unknown
61317533,61332465,0,0.05,2.8,0.12,primary,25 mph
61317533,61318570,0,0.054,1.3,0.1,residential,20 mph
61317535,61317537,0,0.01,2.33,0.02,residential,25 mph
61317535,61317531,0,0.117,4.09,0.32,primary,unknown
61317537,61322996,0,0.149,2.07,0.32,residential,20 mph
61317537,61317541,0,0.087,4.34,0.24,primary,unknown
61317539,61322312,0,0.022,4.04,0.06,primary,unknown
61317541,61317539,0,0.009,2.57,0.02,residential,unknown
61317541,61320999,0,0.101,2.93,0.24,primary,unknown
61317543,61322421,0,0.061,4.52,0.17,primary,unknown
61317545,61317543,0,0.01,1.79,0.02,residential,unknown
61317545,61317549,0,0.02,3.3,0.05,primary,unknown
61317547,61317549,0,0.01,3.28,0.02,secondary,unknown
61317547,61317543,0,0.02,4.58,0.06,primary,unknown
61317549,61322011,0,0.081,4.48,0.23,primary,unknown
61317551,61317553,0,0.034,2.18,0.07,residential,25 mph
61317553,61317551,0,0.034,1.0,0.06,residential,25 mph
61317553,11990713943,0,0.037,3.02,0.09,tertiary,20 mph
61317585,61324795,0,0.074,2.17,0.16,residential,20 mph
61317585,61328839,0,0.093,1.68,0.19,residential,20 mph
61317586,61317585,0,0.046,1.92,0.1,residential,25 mph
61317589,61329511,0,0.057,1.81,0.12,residential,20 mph
61317589,61322515,0,0.133,2.74,0.31,residential,20 mph
61317589,12205978586,0,0.062,2.14,0.13,residential,25 mph
61317593,61317596,0,0.023,1.66,0.05,residential,25 mph
61317596,61317593,0,0.023,1.65,0.05,residential,25 mph
61317596,61318434,0,0.094,2.58,0.21,tertiary,20 mph
61317596,61318581,0,0.043,1.69,0.09,tertiary,20 mph
61317601,61324540,0,0.059,2.09,0.13,residential,25 mph
61317601,61325849,0,0.143,2.42,0.32,residential,25 mph
61317605,3401235870,0,0.028,3.42,0.07,trunk,25 mph
61317605,61321724,0,0.055,3.59,0.14,trunk,25 mph
61317607,61317605,0,0.004,4.5,0.01,trunk,25 mph
61317609,61317611,0,0.01,1.22,0.02,primary_link,25 mph
61317609,61318570,0,0.067,2.63,0.15,tertiary,20 mph
61317609,61317533,0,0.054,3.42,0.14,primary,25 mph
61317611,61317609,0,0.01,1.61,0.02,primary_link,25 mph
61317611,61321535,0,0.08,3.73,0.21,primary,25 mph
61317645,61327630,0,0.023,1.17,0.04,residential,25 mph
61317649,61317651,0,0.032,1.0,0.06,residential,25 mph
61317651,61317649,0,0.032,1.66,0.06,residential,25 mph
61317651,61328070,0,0.075,3.96,0.2,tertiary,20 mph
61317651,61329879,0,0.029,2.16,0.06,tertiary,20 mph
61317653,11639940382,0,0.045,1.04,0.08,residential,25 mph
61317657,61317659,0,0.039,1.0,0.07,residential,25 mph
61317659,61323347,0,0.059,1.0,0.11,residential,20 mph
61317659,61317657,0,0.039,1.49,0.08,residential,25 mph
61317661,61317663,0,0.026,3.48,0.07,primary,25 mph
61317663,61318588,0,0.018,2.21,0.04,residential,25 mph
61317663,61317675,0,0.075,4.01,0.2,primary,25 mph
61317667,61327302,0,0.041,1.94,0.09,residential,25 mph
61317667,61317661,0,0.06,2.7,0.14,primary,25 mph
61317669,61327172,0,0.072,1.36,0.14,residential,20 mph
61317669,61322054,0,0.142,1.74,0.29,residential,20 mph
61317669,61317671,0,0.064,3.34,0.16,primary,25 mph
61317671,61322641,0,0.043,1.31,0.08,residential,25 mph
61317671,61317761,0,0.064,3.99,0.17,primary,25 mph
61317675,61327363,0,0.157,1.48,0.31,residential,20 mph
61317675,61327155,0,0.073,3.42,0.18,primary,25 mph
61317705,61328810,0,0.056,1.56,0.11,residential,20 mph
61317705,61317707,0,0.028,1.29,0.05,residential,25 mph
61317707,61317705,0,0.028,1.0,0.05,residential,25 mph
61317709,61327117,0,0.042,2.29,0.09,secondary,20 mph
61317709,61317711,0,0.02,1.25,0.04,residential,25 mph
61317709,61317400,0,0.132,3.29,0.33,secondary,20 mph
61317711,61317709,0,0.02,1.92,0.04,residential,25 mph
61317713,61283305,0,0.068,1.8,0.14,residential,25 mph
61317713,61321748,0,0.046,1.75,0.09,residential,25 mph
61317713,61317722,0,0.027,1.67,0.05,residential,25 mph
61317722,61317713,0,0.027,1.84,0.06,residential,25 mph
61317725,61317727,0,0.026,1.46,0.05,residential,unknown
61317725,61322316,0,0.031,1.54,0.06,residential,20 mph
61317727,61317725,0,0.026,1.39,0.05,residential,unknown
61317741,9261698819,0,0.044,1.02,0.08,residential,20 mph
61317741,61317381,0,0.063,1.05,0.11,residential,20 mph
61317741,61317743,0,0.071,1.03,0.13,residential,unknown
61317743,61328059,0,0.099,2.18,0.21,residential,unknown
61317743,61317741,0,0.071,1.0,0.13,residential,unknown
61317749,1078210009,0,0.043,2.68,0.1,residential,20 mph
61317759,1078210009,0,0.064,1.29,0.12,residential,20 mph
61317759,61327432,0,0.052,4.21,0.14,primary,20 mph
61317761,61321761,0,0.028,2.01,0.06,residential,25 mph
61317761,61327224,0,0.083,1.84,0.17,residential,20 mph
61317761,61327020,0,0.065,4.97,0.19,primary,25 mph
61317764,11736126145,0,0.006,3.55,0.01,primary,25 mph
61317764,61321218,0,0.27,1.98,0.57,residential,20 mph
61318060,61323500,0,0.06,2.34,0.13,secondary,20 mph
61318060,61317499,0,0.082,1.62,0.16,residential,20 mph
61318060,61317523,0,0.068,2.82,0.16,secondary,20 mph
61318061,61318062,0,0.016,2.09,0.03,tertiary,20 mph
61318061,61330289,0,0.037,2.8,0.09,tertiary,20 mph
61318061,61321174,0,0.195,1.75,0.39,residential,20 mph
61318062,61321152,0,0.068,2.08,0.14,tertiary,20 mph
61318062,61318061,0,0.016,1.91,0.03,tertiary,20 mph
61318062,61333888,0,0.248,2.25,0.54,residential,20 mph
61318063,9300359736,0,0.1,1.92,0.21,residential,unknown
61318063,61318065,0,0.066,2.35,0.14,residential,20 mph
61318063,61322987,0,0.049,1.57,0.1,residential,20 mph
61318065,61318063,0,0.066,1.3,0.12,residential,20 mph
61318065,469291334,0,0.048,1.25,0.09,residential,25 mph
61318065,61317428,0,0.051,3.74,0.13,tertiary,20 mph
61318065,61323077,0,0.105,2.03,0.22,tertiary,20 mph
61318066,61317292,0,0.173,1.42,0.33,unclassified,unknown
61318066,61328222,0,0.207,2.99,0.5,trunk,35 mph
61318066,61328171,0,0.085,3.86,0.23,trunk,35 mph
61318074,61318087,0,0.103,3.14,0.25,trunk,35 mph
61318083,61317547,0,0.081,4.42,0.23,primary,unknown
61318087,61331830,0,0.095,1.46,0.18,residential,20 mph
61318087,61317281,0,0.299,2.43,0.67,trunk,35 mph
61318093,3401235869,0,0.052,3.52,0.13,primary,25 mph
61318093,5850416671,0,0.37,2.35,0.82,residential,25 mph
61318093,61327649,0,0.158,3.54,0.4,primary,25 mph
61318101,276249698,0,0.075,1.97,0.16,residential,20 mph
61318101,61327626,0,0.057,1.22,0.11,residential,20 mph
61318101,567777297,0,0.146,1.67,0.29,residential,20 mph
61318108,61318109,0,0.069,1.36,0.13,residential,25 mph
61318109,61321168,0,0.066,2.17,0.14,residential,20 mph
61318109,61318108,0,0.069,2.19,0.15,residential,25 mph
61318109,61321008,0,0.071,1.59,0.14,residential,20 mph
61318122,61321470,0,0.061,1.83,0.13,unclassified,25 mph
61318129,61322615,0,0.133,4.37,0.37,primary,unknown
61318129,61318130,0,0.028,1.9,0.06,residential,unknown
61318130,61318129,0,0.028,1.09,0.05,residential,unknown
61318131,61318132,0,0.04,1.63,0.08,residential,unknown
61318132,61318131,0,0.04,2.25,0.09,residential,unknown
61318132,61317541,0,0.149,1.55,0.29,residential,20 mph
61318136,61318476,0,0.137,1.6,0.27,residential,20 mph
61318136,61317497,0,0.029,1.32,0.05,residential,20 mph
61318138,61318136,0,0.036,1.85,0.07,residential,20 mph
61318138,61332037,0,0.06,1.75,0.12,residential,25 mph
61318140,61331802,0,0.079,2.71,0.18,unclassified,unknown
61318140,61318175,0,0.025,2.56,0.06,secondary,25 mph
61318140,61323069,0,0.075,3.56,0.19,secondary,25 mph
61318142,61318166,0,0.02,2.14,0.04,residential,20 mph
61318142,61318148,0,0.039,1.57,0.08,residential,20 mph
61318148,6050488695,0,0.068,1.69,0.14,residential,20 mph
61318148,61318142,0,0.039,2.42,0.09,residential,20 mph
61318148,61322022,0,0.064,2.44,0.14,residential,unknown
61318150,61318449,0,0.061,1.76,0.12,residential,20 mph
61318150,61318448,0,0.125,1.4,0.24,residential,20 mph
61318150,61322501,0,0.017,1.0,0.03,residential,20 mph
61318164,61318142,0,0.087,1.76,0.18,residential,20 mph
61318164,61324065,0,0.122,1.68,0.24,residential,20 mph
61318166,61323583,0,0.072,1.9,0.15,residential,20 mph
61318166,61324278,0,0.16,1.43,0.31,residential,20 mph
61318175,61323047,0,0.016,2.0,0.03,secondary,25 mph
61318175,61318140,0,0.025,2.22,0.05,secondary,25 mph
61318181,61326151,0,0.041,1.99,0.09,secondary_link,unknown
61318181,61326015,0,0.035,2.5,0.08,secondary,25 mph
61318193,61318181,0,0.214,2.57,0.49,secondary,25 mph
61318193,61326119,0,0.667,3.6,1.72,secondary,25 mph
61318427,61318428,0,0.042,1.0,0.08,residential,20 mph
61318427,7980904724,0,0.135,2.45,0.3,residential,20 mph
61318428,61318427,0,0.042,1.55,0.08,residential,20 mph
61318428,61330081,0,0.048,2.17,0.1,residential,20 mph
61318428,61320974,0,0.12,1.28,0.23,residential,20 mph
61318430,61323126,0,0.128,1.33,0.24,residential,20 mph
61318430,61318427,0,0.094,1.83,0.19,residential,20 mph
61318431,61182955,0,0.117,1.0,0.21,residential,20 mph
61318431,61318481,0,0.162,2.58,0.37,residential,20 mph
61318433,61333718,0,0.063,1.0,0.11,residential,20 mph
61318433,61321211,0,0.041,1.25,0.08,residential,20 mph
61318433,61318443,0,0.081,1.33,0.15,residential,20 mph
61318434,61318582,0,0.137,3.25,0.34,tertiary,20 mph
61318434,61325623,0,0.079,1.56,0.16,residential,20 mph
61318434,61325426,0,0.212,1.86,0.44,residential,"['20 mph', '25 mph']"
61318434,61317596,0,0.094,2.21,0.2,tertiary,20 mph
61318436,61317386,0,0.117,3.05,0.28,secondary,25 mph
61318436,61318572,0,0.109,2.34,0.24,secondary,25 mph
61318440,61318547,0,0.06,1.38,0.11,residential,20 mph
61318440,61322639,0,0.036,1.23,0.07,residential,unknown
61318440,61318441,0,0.066,1.87,0.14,residential,20 mph
61318441,61321823,0,0.249,1.3,0.47,residential,20 mph
61318441,61318440,0,0.066,2.15,0.14,residential,20 mph
61318441,61321461,0,0.131,1.67,0.26,residential,20 mph
61318443,7050543656,0,0.057,1.8,0.12,residential,20 mph
61318443,61318433,0,0.081,2.06,0.17,residential,20 mph
61318443,61329472,0,0.174,1.0,0.31,residential,20 mph
61318448,61323271,0,0.071,3.87,0.19,tertiary,20 mph
61318448,61318150,0,0.125,1.85,0.26,residential,20 mph
61318448,61323436,0,0.069,2.32,0.15,tertiary,20 mph
61318449,61322306,0,0.042,2.11,0.09,residential,20 mph
61318449,61318150,0,0.061,1.19,0.11,residential,20 mph
61318449,61323436,0,0.155,1.3,0.29,residential,20 mph
61318451,61318453,0,0.086,3.26,0.21,tertiary,25 mph
61318451,6593964947,0,0.047,3.44,0.12,tertiary,25 mph
61318451,6038134142,0,0.13,2.19,0.28,residential,unknown
61318453,61317356,0,0.084,3.28,0.21,tertiary,25 mph
61318453,61322393,0,0.231,1.59,0.46,residential,20 mph
61318453,61318451,0,0.086,1.82,0.18,tertiary,25 mph
61318453,1572160627,0,0.047,1.44,0.09,residential,unknown
61318456,61318459,0,0.062,1.54,0.12,tertiary,20 mph
61318457,61318516,0,0.089,2.0,0.19,residential,20 mph
61318457,61318515,0,0.216,1.84,0.44,residential,20 mph
61318458,61318474,0,0.176,2.17,0.38,tertiary,20 mph
61318458,61318460,0,0.086,2.69,0.2,tertiary,20 mph
61318459,61321088,0,0.066,2.47,0.15,residential,20 mph
61318459,61324107,0,0.085,2.22,0.19,tertiary,20 mph
61318460,61318533,0,0.159,1.82,0.33,residential,20 mph
61318460,61318456,0,0.167,2.67,0.38,tertiary,20 mph
61318463,61323038,0,0.215,1.96,0.45,residential,20 mph
61318463,3705465011,0,0.033,1.0,0.06,residential,20 mph
61318463,61318467,0,0.177,1.29,0.33,residential,20 mph
61318466,61323290,0,0.057,3.25,0.14,tertiary,20 mph
61318466,61318469,0,0.022,2.19,0.05,tertiary,20 mph
61318467,61318463,0,0.177,2.02,0.37,residential,20 mph
61318467,61323036,0,0.047,2.38,0.1,tertiary,20 mph
61318469,61318471,0,0.193,1.23,0.36,residential,20 mph
61318469,61318466,0,0.022,1.62,0.04,tertiary,20 mph
61318469,61330139,0,0.076,2.24,0.16,tertiary,20 mph
61318470,2562528671,0,0.09,2.45,0.2,residential,20 mph
61318470,61318474,0,0.025,1.21,0.05,residential,20 mph
61318471,61323039,0,0.072,1.64,0.14,residential,20 mph
61318474,61318458,0,0.176,2.57,0.4,tertiary,20 mph
61318474,3705465011,0,0.129,2.11,0.28,residential,20 mph
61318474,61318470,0,0.025,1.87,0.05,residential,20 mph
61318475,61330092,0,0.055,2.16,0.12,residential,25 mph
61318475,61320978,0,0.121,1.15,0.22,residential,25 mph
61318475,61323233,0,0.065,1.74,0.13,residential,20 mph
61318475,61318476,0,0.052,2.55,0.12,residential,20 mph
61318476,61323226,0,0.105,2.17,0.23,residential,20 mph
61318476,61318475,0,0.052,1.9,0.11,residential,20 mph
61318476,61318136,0,0.137,1.92,0.28,residential,20 mph
61318478,2322627266,0,0.076,1.58,0.15,residential,20 mph
61318478,7892226623,0,0.091,1.09,0.17,residential,25 mph
61318480,61323139,0,0.078,2.18,0.17,residential,20 mph
61318480,61322716,0,0.064,2.39,0.14,residential,20 mph
61318481,61323288,0,0.054,2.76,0.13,residential,20 mph
61318483,61330248,0,0.216,2.24,0.47,residential,20 mph
61318483,61323135,0,0.071,2.72,0.16,primary,25 mph
61318483,61318484,0,0.078,2.89,0.19,primary,25 mph
61318484,61318483,0,0.078,2.34,0.17,primary,25 mph
61318484,61330091,0,0.075,4.33,0.21,primary,25 mph
61318489,6050488702,0,0.154,1.22,0.29,residential,20 mph
61318489,61329402,0,0.115,2.61,0.26,tertiary,unknown
61318489,61317375,0,0.066,2.74,0.15,tertiary,unknown
61318498,61324138,0,0.176,2.01,0.37,residential,20 mph
61318498,61318516,0,0.146,1.56,0.29,residential,20 mph
61318515,7883982085,0,0.073,2.21,0.16,residential,20 mph
61318515,61318516,0,0.207,2.86,0.49,residential,20 mph
61318516,61318498,0,0.146,1.4,0.28,residential,20 mph
61318516,61318457,0,0.089,2.0,0.19,residential,20 mph
61318516,61324138,0,0.166,2.57,0.38,residential,20 mph
61318520,61327781,0,0.072,1.65,0.14,residential,20 mph
61318520,61318534,0,0.155,2.58,0.35,tertiary,20 mph
61318520,61323791,0,0.112,2.27,0.24,tertiary,20 mph
