from_node,to_node,edge_key,distance_km,traffic_weight,travel_time_min,highway_type,maxspeed
61324878,61324740,0,0.112,1.48,0.22,residential,20 mph
61324878,11720988025,0,0.077,3.16,0.19,secondary,25 mph
61324878,61324866,0,0.082,3.1,0.2,secondary,25 mph
61324889,1169038890,0,0.088,4.25,0.24,primary,unknown
61324889,61324440,0,0.096,2.64,0.22,primary,unknown
61324891,61325485,0,0.079,3.31,0.2,secondary,20 mph
61324891,61324870,0,0.07,2.72,0.16,secondary,20 mph
61324897,61324909,0,0.084,2.25,0.18,residential,25 mph
61324902,10119781451,0,0.015,4.74,0.04,primary,unknown
61324902,61324462,0,0.039,3.37,0.1,primary,unknown
61324905,61324432,0,0.041,2.72,0.09,secondary,20 mph
61324905,61325493,0,0.244,1.31,0.46,residential,20 mph
61324905,61324870,0,0.038,3.45,0.1,secondary,20 mph
61324909,4604564502,0,0.044,1.8,0.09,residential,25 mph
61324909,61317586,0,0.118,2.18,0.25,residential,25 mph
61324909,61324897,0,0.084,1.3,0.16,residential,25 mph
61325188,61328926,0,0.064,2.33,0.14,residential,20 mph
61325188,2666089449,0,0.038,1.65,0.08,residential,25 mph
61325354,61325357,0,0.043,1.35,0.08,residential,unknown
61325357,61324790,0,0.043,3.34,0.11,primary,unknown
61325357,61324414,0,0.07,3.82,0.18,primary,unknown
61325357,61325354,0,0.043,1.7,0.09,residential,unknown
61325420,61324878,0,0.263,1.37,0.5,residential,20 mph
61325420,61325516,0,0.07,2.22,0.15,tertiary,20 mph
61325420,61325432,0,0.08,3.38,0.2,tertiary,20 mph
61325426,61329172,0,0.115,1.14,0.21,residential,20 mph
61325426,61318434,0,0.212,1.4,0.41,residential,"['20 mph', '25 mph']"
61325426,61318582,0,0.075,1.67,0.15,residential,20 mph
61325426,61322020,0,0.036,2.08,0.08,residential,20 mph
61325428,82799639,0,0.081,1.27,0.15,residential,20 mph
61325428,61324503,0,0.137,1.72,0.28,residential,20 mph
61325428,61325540,0,0.065,2.04,0.14,residential,20 mph
61325428,61317358,0,0.065,2.78,0.15,primary,25
61325432,8754542700,0,0.006,2.93,0.01,secondary,20
61325432,61325420,0,0.08,3.24,0.2,tertiary,20 mph
61325436,61325438,0,0.049,3.04,0.12,primary,25 mph
61325436,61321198,0,0.164,3.64,0.42,primary,25 mph
61325436,61327521,0,0.095,3.69,0.25,primary,20 mph
61325436,61321880,0,0.056,4.35,0.16,primary,20 mph
61325438,61329105,0,0.095,1.09,0.17,residential,25 mph
61325438,61324518,0,0.099,2.38,0.22,primary,25 mph
61325438,61325436,0,0.049,4.47,0.14,primary,25 mph
61325439,61326745,0,0.106,1.46,0.21,residential,20 mph
61325439,61329137,0,0.053,2.23,0.11,secondary,25 mph
61325439,1708499172,0,0.056,3.31,0.14,secondary,25 mph
61325452,61325454,0,0.029,1.66,0.06,residential,25 mph
61325452,61322508,0,0.083,2.21,0.18,secondary,20 mph
61325452,61322493,0,0.029,3.0,0.07,secondary,20 mph
61325454,61325452,0,0.029,1.41,0.06,residential,25 mph
61325456,61324475,0,0.088,2.02,0.19,tertiary,25 mph
61325456,61321866,0,0.146,2.07,0.31,residential,20 mph
61325463,61326745,0,0.107,2.08,0.23,residential,25 mph
61325463,61323090,0,0.07,2.58,0.16,tertiary,20 mph
61325469,1839951958,0,0.051,4.16,0.14,primary,20 mph
61325472,11697851032,0,0.018,3.93,0.05,secondary,25 mph
61325472,61325516,0,0.236,1.8,0.48,residential,20 mph
61325472,61324866,0,0.032,3.0,0.08,secondary,25 mph
61325478,9634429759,0,0.061,4.3,0.17,primary,20 mph
61325480,61333594,0,0.43,1.35,0.82,residential,20 mph
61325480,11721388405,0,0.04,2.09,0.08,primary,20 mph
61325480,9634429759,0,0.007,3.98,0.02,primary,20 mph
61325485,61327700,0,0.015,2.19,0.03,secondary,20 mph
61325485,61324891,0,0.079,2.11,0.17,secondary,20 mph
61325485,61325487,0,0.089,1.17,0.17,residential,20 mph
61325487,61322045,0,0.061,1.04,0.11,residential,20 mph
61325487,61321018,0,0.105,1.9,0.22,residential,25 mph
61325493,61324187,0,0.109,2.27,0.24,residential,20 mph
61325493,61325606,0,0.104,2.52,0.23,secondary,25 mph
61325493,12479593549,0,0.045,3.34,0.11,secondary,25 mph
61325507,12552950459,0,0.163,1.0,0.29,trunk_link,unknown
61325507,61326139,0,0.109,2.82,0.25,trunk,unknown
61325510,11737427248,0,0.051,2.13,0.11,secondary,25 mph
61325510,61325538,0,0.088,2.04,0.19,residential,20 mph
61325510,61325521,0,0.052,2.33,0.11,secondary,25 mph
61325511,61318582,0,0.138,2.68,0.32,tertiary,20 mph
61325511,11227897787,0,0.078,2.06,0.16,secondary,unknown
61325511,61329065,0,0.104,3.35,0.26,tertiary,20 mph
61325511,61329262,0,0.079,2.49,0.18,secondary,unknown
61325516,61325635,0,0.032,3.42,0.08,tertiary,20 mph
61325516,61325420,0,0.07,3.17,0.17,tertiary,20 mph
61325521,61325543,0,0.084,1.17,0.16,residential,20 mph
61325521,61321018,0,0.21,1.85,0.43,residential,20 mph
61325521,61325510,0,0.052,1.57,0.1,secondary,25 mph
61325521,61325525,0,0.07,2.88,0.17,secondary,25 mph
61325523,61325608,0,0.128,2.49,0.29,tertiary,20 mph
61325523,61325527,0,0.082,2.43,0.18,residential,20 mph
61325525,61327819,0,0.032,2.62,0.07,secondary,25 mph
61325525,61325521,0,0.07,2.75,0.16,secondary,25 mph
61325527,61323319,0,0.031,2.4,0.07,tertiary,20 mph
61325530,61325527,0,0.033,2.02,0.07,tertiary,20 mph
61325538,11737427249,0,0.05,1.19,0.09,residential,20 mph
61325538,61325510,0,0.088,1.44,0.17,residential,20 mph
61325538,61325543,0,0.056,1.17,0.1,residential,20 mph
61325540,61321618,0,0.06,2.54,0.14,residential,20 mph
61325540,11011483260,0,0.07,1.34,0.13,residential,25 mph
61325542,61323062,0,0.104,1.83,0.21,residential,20 mph
61325542,61329099,0,0.085,2.31,0.19,residential,20 mph
61325543,61325521,0,0.084,2.46,0.19,residential,20 mph
61325543,61326706,0,0.071,2.47,0.16,residential,20 mph
61325543,61325538,0,0.056,1.0,0.1,residential,20 mph
61325545,61326930,0,0.08,1.62,0.16,residential,20 mph
61325545,61318582,0,0.079,1.62,0.16,residential,20 mph
61325545,61329262,0,0.137,2.9,0.33,secondary,25 mph
61325545,61325623,0,0.137,2.49,0.31,secondary,25 mph
61325553,61323944,0,0.094,1.26,0.18,residential,25 mph
61325553,1839951959,0,0.068,3.45,0.17,primary,20 mph
61325559,61325634,0,0.105,3.55,0.27,tertiary,20 mph
61325559,61325635,0,0.093,2.4,0.21,tertiary,20 mph
61325559,8365868694,0,0.102,2.86,0.24,secondary,20 mph
61325563,61329277,0,0.062,2.1,0.13,residential,25 mph
61325563,61325606,0,0.111,3.27,0.27,secondary,20 mph
61325581,6568559302,0,0.085,1.71,0.17,secondary,20 mph
61325581,61321172,0,0.088,1.43,0.17,residential,20 mph
61325588,61329262,0,0.105,2.73,0.24,secondary,25 mph
61325588,61326719,0,0.08,1.0,0.14,residential,20 mph
61325588,8508760490,0,0.139,2.06,0.3,secondary,25 mph
61325590,61317659,0,0.079,2.29,0.17,residential,20 mph
61325590,61326758,0,0.065,2.19,0.14,primary,25 mph
61325606,6594044182,0,0.049,2.45,0.11,secondary,25 mph
61325606,61325493,0,0.104,3.59,0.27,secondary,25 mph
61325608,61324477,0,0.062,3.35,0.16,primary,20 mph
61325612,61325614,0,0.137,2.79,0.32,residential,20 mph
61325612,61329118,0,0.08,3.02,0.19,tertiary,20 mph
61325612,61329225,0,0.077,2.18,0.17,tertiary,20 mph
61325612,61329264,0,0.062,1.74,0.12,residential,20 mph
61325614,61326926,0,0.077,2.25,0.17,residential,20 mph
61325614,61325623,0,0.079,2.07,0.17,residential,20 mph
61325614,61325612,0,0.137,1.82,0.28,residential,20 mph
61325614,61326930,0,0.137,1.0,0.25,residential,20 mph
61325617,61317303,0,0.21,3.94,0.56,primary,"['20 mph', '25 mph']"
61325617,61325553,0,0.03,3.42,0.07,primary,20 mph
61325617,11011483244,0,0.119,4.25,0.33,primary,25 mph
61325623,61325614,0,0.079,1.0,0.14,residential,20 mph
61325623,61318434,0,0.079,2.82,0.19,residential,20 mph
61325623,61325545,0,0.137,3.34,0.34,secondary,25 mph
61325623,61329118,0,0.137,2.86,0.32,secondary,25 mph
61325626,61323380,0,0.09,1.48,0.18,residential,20 mph
61325626,61323386,0,0.042,2.24,0.09,residential,20 mph
61325634,61326743,0,0.194,2.28,0.42,residential,20 mph
61325634,61324372,0,0.105,3.11,0.26,tertiary,20 mph
61325634,61325559,0,0.105,2.41,0.23,tertiary,20 mph
61325635,61325516,0,0.032,2.44,0.07,tertiary,20 mph
61325635,11501719666,0,0.126,2.71,0.29,residential,20 mph
61325635,61325559,0,0.093,2.19,0.2,tertiary,20 mph
61325830,61325581,0,0.258,3.27,0.64,secondary,20 mph
61325830,12106714285,0,0.012,3.4,0.03,primary,20 mph
61325830,61327521,0,0.096,3.72,0.25,primary,20 mph
61325841,61325856,0,0.043,2.46,0.1,secondary,20 mph
61325841,61324518,0,0.084,2.57,0.19,secondary,20 mph
61325849,61317601,0,0.143,1.48,0.28,residential,25 mph
61325856,61325858,0,0.072,2.92,0.17,secondary,20 mph
61325856,61325841,0,0.043,2.41,0.1,secondary,20 mph
61325858,11721388405,0,0.026,2.9,0.06,secondary,20 mph
61325858,61325856,0,0.072,2.97,0.17,secondary,20 mph
61325858,12106714285,0,0.017,2.68,0.04,tertiary,20 mph
61325933,568218934,0,0.346,3.4,0.87,trunk,35 mph
61325933,61328171,0,0.281,4.06,0.76,trunk,35 mph
61326015,61326039,0,0.037,2.41,0.08,secondary,25 mph
61326039,7086766356,0,0.145,2.73,0.34,secondary,25 mph
61326039,61316733,0,0.104,1.94,0.22,trunk_link,unknown
61326047,61326015,0,0.045,1.48,0.09,secondary_link,unknown
61326047,61326151,0,0.038,3.33,0.09,secondary,25 mph
61326058,7579360324,0,0.185,2.23,0.4,trunk_link,35 mph
61326058,61326145,0,0.398,2.5,0.9,trunk,35 mph
61326067,61325188,0,0.039,1.98,0.08,residential,20 mph
61326067,2666089449,0,0.008,3.22,0.02,trunk,40 mph
61326095,61316733,0,0.072,2.47,0.16,secondary,25 mph
61326095,61325507,0,0.098,2.77,0.23,trunk,unknown
61326119,61318193,0,0.667,2.72,1.55,secondary,25 mph
61326139,61323151,0,0.147,2.18,0.32,trunk_link,unknown
61326139,12552950459,0,0.082,3.91,0.22,trunk,40 mph
61326139,61331770,0,0.077,3.85,0.2,trunk,unknown
61326145,7590916054,0,0.293,2.66,0.67,trunk,35 mph
61326151,61318193,0,0.206,2.98,0.49,secondary,25 mph
61326378,61322493,0,0.073,1.59,0.14,residential,20 mph
61326378,61324526,0,0.167,1.5,0.33,residential,20 mph
61326469,1330240856,0,0.03,1.67,0.06,residential,unknown
61326469,7049937043,0,0.038,3.76,0.1,trunk,25 mph
61326469,61323177,0,0.128,3.72,0.33,trunk,25 mph
61326478,61330688,0,0.019,1.62,0.04,trunk_link,unknown
61326478,61323312,0,0.022,4.16,0.06,trunk,35 mph
61326547,61324792,0,0.065,2.86,0.15,primary,unknown
61326547,9261096449,0,0.084,3.65,0.22,primary,unknown
61326551,61321365,0,0.142,1.14,0.26,residential,25 mph
61326551,61323284,0,0.11,2.82,0.26,primary,25 mph
61326573,5175392032,0,0.01,1.43,0.02,primary_link,unknown
61326573,61322336,0,0.157,1.99,0.33,residential,unknown
61326573,61322338,0,0.063,3.78,0.16,primary,unknown
61326583,61327354,0,0.077,2.33,0.17,residential,20 mph
61326583,61327328,0,0.206,2.11,0.44,residential,20 mph
61326583,61326594,0,0.076,1.0,0.14,residential,20 mph
61326583,61321513,0,0.137,1.89,0.28,residential,20 mph
61326588,61327330,0,0.102,1.0,0.18,residential,25 mph
61326588,61326649,0,0.089,2.8,0.21,secondary,25 mph
61326588,61326592,0,0.092,2.64,0.21,secondary,25 mph
61326592,61326588,0,0.092,4.18,0.25,secondary,25 mph
61326592,61321209,0,0.114,2.47,0.26,secondary,20 mph
61326592,61326623,0,0.076,2.5,0.17,secondary,20 mph
61326592,61327356,0,0.107,2.12,0.23,secondary,20 mph
61326594,61328549,0,0.138,3.04,0.33,tertiary,20 mph
61326594,61321205,0,0.137,2.57,0.31,tertiary,20 mph
61326594,61326583,0,0.076,2.19,0.16,residential,20 mph
61326594,61326606,0,0.075,1.0,0.13,residential,20 mph
61326600,625102161,0,0.071,2.93,0.17,primary,25 mph
61326600,61321419,0,0.07,2.96,0.17,primary,25 mph
61326600,61326604,0,0.088,1.61,0.17,residential,20 mph
61326604,61326615,0,0.064,1.7,0.13,residential,20 mph
61326604,61321745,0,0.043,1.49,0.08,residential,20 mph
61326604,61321431,0,0.069,1.0,0.12,residential,20 mph
61326606,61321207,0,0.137,1.62,0.27,residential,20 mph
61326606,61321112,0,0.138,2.35,0.3,residential,20 mph
61326606,61326594,0,0.075,2.54,0.17,residential,20 mph
61326606,61326784,0,0.078,2.36,0.17,residential,20 mph
61326609,1220427140,0,0.052,1.21,0.1,residential,20 mph
61326609,61326817,0,0.14,2.37,0.31,residential,20 mph
61326609,61326611,0,0.077,1.85,0.16,residential,25 mph
61326609,61326764,0,0.075,2.04,0.16,residential,25 mph
61326611,61321094,0,0.052,1.35,0.1,residential,20 mph
61326611,61329290,0,0.078,1.91,0.16,residential,20 mph
61326611,61326609,0,0.077,1.59,0.15,residential,25 mph
61326613,61321943,0,0.042,1.91,0.09,residential,20 mph
61326613,61329266,0,0.302,1.56,0.59,residential,20 mph
61326613,61326623,0,0.076,2.03,0.16,secondary,20 mph
61326613,61321119,0,0.09,3.86,0.24,secondary,20 mph
61326615,61328373,0,0.038,1.0,0.07,residential,20 mph
61326615,11749358459,0,0.105,2.06,0.22,residential,20 mph
61326619,61321209,0,0.081,1.4,0.16,residential,20 mph
61326619,61326623,0,0.136,1.72,0.27,residential,20 mph
61326621,61321188,0,0.087,2.75,0.2,residential,20 mph
61326621,61326788,0,0.247,2.05,0.52,residential,20 mph
61326623,61326592,0,0.076,2.44,0.17,secondary,20 mph
61326623,61326613,0,0.076,2.69,0.17,secondary,20 mph
61326628,61326621,0,0.066,1.79,0.14,residential,20 mph
61326628,61322635,0,0.057,1.23,0.11,residential,20 mph
61326632,61327322,0,0.19,1.82,0.39,residential,20 mph
61326632,61326628,0,0.065,1.9,0.13,residential,20 mph
61326634,61327317,0,0.076,1.63,0.15,residential,20 mph
61326634,1053541749,0,0.077,1.13,0.14,residential,20 mph
61326634,61327333,0,0.191,2.05,0.4,residential,20 mph
61326634,61327141,0,0.139,1.53,0.27,residential,20 mph
61326649,61328059,0,0.052,2.07,0.11,secondary,25 mph
61326649,61326588,0,0.089,2.69,0.2,secondary,25 mph
61326649,61326821,0,0.068,2.15,0.15,tertiary,20 mph
61326649,61318534,0,0.106,2.75,0.25,tertiary,20 mph
61326691,1092645798,0,0.069,2.47,0.15,trunk_link,unknown
61326691,1092645795,0,0.049,2.82,0.12,trunk,unknown
61326691,1092493904,0,0.193,3.35,0.48,trunk,unknown
61326700,61331926,0,0.061,2.13,0.13,trunk_link,unknown
61326700,61322104,0,0.05,3.54,0.13,trunk,30 mph
61326706,61329273,0,0.042,2.34,0.09,residential,25 mph
61326706,61325543,0,0.071,1.34,0.13,residential,20 mph
61326706,61325525,0,0.08,1.29,0.15,residential,20 mph
61326713,61326719,0,0.138,2.15,0.3,residential,20 mph
61326713,61329241,0,0.076,3.33,0.19,tertiary,unknown
61326713,8508760490,0,0.079,2.5,0.18,tertiary,25 mph
61326719,61326713,0,0.138,2.1,0.29,residential,20 mph
61326719,61325588,0,0.08,1.81,0.16,residential,20 mph
61326719,61329290,0,0.076,1.27,0.14,residential,20 mph
61326730,61321194,0,0.212,2.75,0.49,residential,20 mph
61326730,61321092,0,0.101,1.3,0.19,residential,20 mph
61326732,61323462,0,0.105,1.62,0.21,residential,20 mph
61326732,61323468,0,0.03,1.0,0.05,residential,20 mph
61326736,61326791,0,0.278,1.0,0.5,residential,20 mph
61326736,61321103,0,0.073,3.38,0.18,tertiary,20 mph
61326736,61326938,0,0.075,2.93,0.18,tertiary,20 mph
61326743,61321092,0,0.102,3.94,0.27,primary,20 mph
61326743,61318535,0,0.063,1.73,0.13,primary,20 mph
61326745,61325463,0,0.107,1.95,0.22,residential,25 mph
61326745,61323386,0,0.127,1.58,0.25,residential,20 mph
61326758,3603121554,0,0.101,4.48,0.29,primary,25 mph
61326764,61328201,0,0.143,2.55,0.32,tertiary,20 mph
61326764,61327317,0,0.077,2.48,0.17,residential,20 mph
61326764,61323969,0,0.138,3.41,0.35,tertiary,20 mph
61326764,61326609,0,0.075,1.0,0.13,residential,25 mph
61326771,61326782,0,0.078,3.3,0.2,tertiary,20 mph
61326771,61321513,0,0.179,1.82,0.37,residential,20 mph
61326771,61321203,0,0.078,2.81,0.18,tertiary,20 mph
61326773,61327313,0,0.062,1.55,0.12,residential,20 mph
61326773,61327363,0,0.169,2.34,0.37,residential,20 mph
61326775,61326773,0,0.073,1.28,0.14,residential,20 mph
61326775,61326621,0,0.122,1.74,0.25,residential,20 mph
61326778,61317355,0,0.045,3.0,0.11,secondary,"['20 mph', '25 mph']"
61326778,61321175,0,0.092,2.01,0.19,secondary,25 mph
61326778,61317367,0,0.128,3.05,0.31,primary,25 mph
61326778,61321196,0,0.169,3.41,0.43,primary,25 mph
61326782,61326771,0,0.078,2.39,0.17,tertiary,20 mph
61326782,61333553,0,0.062,2.46,0.14,tertiary,20 mph
61326782,61329577,0,0.181,2.08,0.39,residential,25 mph
61326784,61321136,0,0.138,2.32,0.3,residential,20 mph
61326784,61321142,0,0.137,1.4,0.26,residential,20 mph
61326784,61326606,0,0.078,1.57,0.15,residential,20 mph
61326784,61326926,0,0.075,1.03,0.14,residential,20 mph
61326788,614371129,0,0.066,1.58,0.13,residential,25 mph
61326788,3603121554,0,0.093,2.59,0.21,secondary,20 mph
61326788,61329240,0,0.063,3.08,0.15,secondary,20 mph
61326791,61327337,0,0.039,3.72,0.1,primary,20 mph
61326791,61317362,0,0.073,4.21,0.2,primary,20 mph
61326813,61321428,0,0.069,1.71,0.14,residential,20 mph
61326813,61328337,0,0.043,2.5,0.1,residential,20 mph
61326817,61329243,0,0.074,2.24,0.16,tertiary,unknown
61326817,61326609,0,0.14,2.33,0.31,residential,20 mph
61326817,61323969,0,0.077,1.72,0.15,tertiary,unknown
61326819,11721789500,0,0.129,3.24,0.32,primary,20 mph
61326819,61324738,0,0.099,1.37,0.19,residential,25 mph
61326819,61317367,0,0.117,2.85,0.27,primary,25 mph
61326821,61326813,0,0.06,1.15,0.11,residential,20 mph
61326821,11229037687,0,0.122,2.5,0.27,tertiary,20 mph
61326821,61326649,0,0.068,2.08,0.14,tertiary,20 mph
61326910,61321203,0,0.152,2.99,0.36,tertiary,20 mph
61326910,61326940,0,0.066,2.27,0.14,residential,20 mph
61326914,61329260,0,0.073,1.39,0.14,residential,25 mph
61326914,61326910,0,0.078,3.0,0.19,tertiary,20 mph
61326914,61326916,0,0.065,2.76,0.15,residential,20 mph
61326916,61329307,0,0.078,2.03,0.16,residential,20 mph
61326916,61326943,0,0.05,2.29,0.11,residential,20 mph
61326916,61326914,0,0.065,2.01,0.14,residential,20 mph
61326918,61326930,0,0.077,1.33,0.15,residential,20 mph
61326918,61321136,0,0.077,1.86,0.16,residential,20 mph
61326918,61321200,0,0.137,3.07,0.33,residential,20 mph
61326918,61326926,0,0.138,2.3,0.3,residential,20 mph
61326926,61325614,0,0.077,1.07,0.14,residential,20 mph
61326926,61329225,0,0.137,1.32,0.26,residential,20 mph
61326926,61326784,0,0.075,1.6,0.15,residential,20 mph
61326926,61326918,0,0.138,1.83,0.28,residential,20 mph
61326928,61326378,0,0.143,1.92,0.3,residential,20 mph
61326928,61326619,0,0.139,1.99,0.29,residential,20 mph
61326928,61329266,0,0.08,3.29,0.2,primary,20 mph
61326928,61322522,0,0.083,2.15,0.18,primary,20 mph
61326930,61325614,0,0.137,2.63,0.31,residential,20 mph
61326930,61321202,0,0.137,2.17,0.3,residential,20 mph
61326930,61325545,0,0.08,1.93,0.17,residential,20 mph
61326930,61326918,0,0.077,1.85,0.16,residential,20 mph
61326938,61326941,0,0.052,1.62,0.1,residential,20 mph
61326938,61326736,0,0.075,2.48,0.17,tertiary,20 mph
61326938,61321284,0,0.091,3.61,0.24,tertiary,20 mph
61326940,61326916,0,0.077,2.21,0.17,residential,20 mph
61326940,61326945,0,0.05,1.97,0.11,residential,20 mph
61326940,61326910,0,0.066,1.88,0.14,residential,20 mph
61326941,61327535,0,0.096,1.61,0.19,residential,20 mph
61326941,61328309,0,0.071,2.31,0.16,residential,20 mph
61326943,61326945,0,0.077,1.0,0.14,residential,20 mph
61326943,61329225,0,0.062,1.0,0.11,residential,20 mph
61326943,61326916,0,0.05,1.11,0.09,residential,20 mph
61326945,61321142,0,0.062,1.43,0.12,residential,20 mph
61326945,61326940,0,0.05,1.29,0.1,residential,20 mph
61326949,61327115,0,0.074,3.07,0.18,tertiary,20 mph
61326949,61322052,0,0.091,1.23,0.17,residential,20 mph
61326949,61326958,0,0.168,2.71,0.39,residential,20 mph
61326955,61322884,0,0.032,2.74,0.08,tertiary,20 mph
61326955,1722449464,0,0.033,1.99,0.07,residential,20 mph
61326958,61322871,0,0.049,1.91,0.1,tertiary,20 mph
61326958,61326985,0,0.024,2.65,0.06,tertiary,20 mph
61326960,61328089,0,0.057,2.47,0.13,residential,20 mph
61326960,61320986,0,0.073,2.52,0.17,primary,25 mph
61326960,61329844,0,0.08,3.3,0.2,primary,25 mph
61326960,61331783,0,0.048,1.03,0.09,residential,20 mph
61326972,277667346,0,0.028,3.4,0.07,primary,25 mph
61326972,3620929818,0,0.095,1.7,0.19,primary_link,25 mph
61326974,61328095,0,0.026,2.15,0.06,tertiary,20 mph
61326975,61326988,0,0.05,2.82,0.12,tertiary,20 mph
61326975,61327100,0,0.141,1.11,0.26,residential,20 mph
61326977,61329812,0,0.035,2.64,0.08,tertiary,20 mph
61326977,61317478,0,0.078,2.41,0.17,residential,25 mph
61326977,61322272,0,0.043,2.86,0.1,tertiary,20 mph
61326981,61327033,0,0.048,2.49,0.11,tertiary,20 mph
61326981,61322871,0,0.026,3.2,0.06,tertiary,20 mph
61326985,61327104,0,0.048,2.57,0.11,tertiary,20 mph
61326985,61326958,0,0.024,2.91,0.06,tertiary,20 mph
61326987,61327100,0,0.05,2.0,0.11,residential,20 mph
61326987,61326988,0,0.14,1.0,0.25,residential,20 mph
61326988,61328057,0,0.052,2.77,0.12,tertiary,20 mph
61327007,61327067,0,0.074,4.31,0.21,primary,20 mph
61327007,61327180,0,0.052,2.91,0.12,primary,20 mph
61327018,61318526,0,0.054,2.95,0.13,secondary,20 mph
61327018,61328464,0,0.046,2.81,0.11,residential,20 mph
61327018,61327037,0,0.071,2.66,0.16,secondary,20 mph
61327020,61327143,0,0.103,2.85,0.24,residential,20 mph
61327020,61327117,0,0.14,1.36,0.27,residential,25 mph
61327020,61327037,0,0.066,3.52,0.17,primary,25 mph
61327022,61318627,0,0.123,1.97,0.26,residential,25 mph
61327022,61327169,0,0.254,1.79,0.52,residential,25 mph
61327022,61333358,0,0.134,1.95,0.28,unclassified,unknown
61327028,61326985,0,0.149,1.76,0.3,residential,25 mph
61327028,61322880,0,0.033,1.76,0.07,tertiary,20 mph
61327031,4406201720,0,0.17,2.25,0.37,secondary,25 mph
61327031,61323022,0,0.045,2.41,0.1,secondary,25 mph
61327033,61328066,0,0.022,2.44,0.05,tertiary,20 mph
61327033,61328038,0,0.151,1.02,0.27,residential,20 mph
61327033,61326981,0,0.048,3.26,0.12,tertiary,20 mph
61327037,61317764,0,0.076,3.99,0.2,primary,25 mph
61327037,61327018,0,0.071,3.05,0.17,secondary,20 mph
61327037,61327117,0,0.074,3.81,0.2,secondary,20 mph
61327065,61327067,0,0.081,3.71,0.21,primary,20 mph
61327065,61327071,0,0.132,1.82,0.27,residential,20 mph
61327067,61327007,0,0.074,2.57,0.17,primary,20 mph
61327067,61329632,0,0.02,3.49,0.05,primary,20 mph
61327069,61321325,0,0.063,1.0,0.11,residential,20 mph
61327069,61321275,0,0.096,1.89,0.2,residential,20 mph
61327069,61327087,0,0.04,1.29,0.08,residential,20 mph
61327071,61327276,0,0.222,2.24,0.48,tertiary,20 mph
61327071,61327122,0,0.073,3.02,0.18,tertiary,20 mph
61327080,61327185,0,0.14,1.43,0.27,residential,20 mph
61327080,61324562,0,0.078,4.26,0.22,primary,25 mph
61327085,61329864,0,0.149,1.82,0.3,residential,20 mph
61327085,61328085,0,0.067,2.39,0.15,tertiary,20 mph
61327085,61327096,0,0.064,3.75,0.17,tertiary,20 mph
61327087,61321277,0,0.118,3.18,0.29,secondary,"['20 mph', '25 mph']"
61327087,61317523,0,0.081,1.9,0.17,secondary,20 mph
61327087,61327069,0,0.04,2.24,0.09,residential,20 mph
61327087,61323856,0,0.093,1.61,0.18,residential,20 mph
61327089,61327085,0,0.136,1.0,0.24,residential,20 mph
61327089,61327311,0,0.07,4.12,0.19,primary,25 mph
61327096,13073528062,0,0.103,2.62,0.24,residential,20 mph
61327096,61327085,0,0.064,3.86,0.17,tertiary,20 mph
61327096,61327276,0,0.074,2.59,0.17,tertiary,20 mph
61327098,61328091,0,0.108,1.81,0.22,residential,20 mph
61327098,61322052,0,0.041,3.2,0.1,primary,25 mph
61327100,61317399,0,0.055,2.13,0.12,residential,20 mph
61327100,61326975,0,0.141,1.64,0.28,residential,20 mph
61327104,61326985,0,0.048,2.87,0.11,tertiary,20 mph
61327104,61327115,0,0.165,1.94,0.34,residential,20 mph
61327104,61322905,0,0.024,2.24,0.05,tertiary,20 mph
61327106,61327145,0,0.072,3.47,0.18,secondary,20 mph
61327106,61327335,0,0.135,1.0,0.24,residential,20 mph
61327113,61317454,0,0.034,1.92,0.07,residential,20 mph
61327113,61327121,0,0.066,3.53,0.17,primary,25 mph
61327113,61321275,0,0.07,3.41,0.18,primary,25 mph
61327115,61327104,0,0.165,1.09,0.3,residential,20 mph
61327115,61324566,0,0.061,2.93,0.14,tertiary,20 mph
61327117,61317709,0,0.042,3.27,0.1,secondary,20 mph
61327117,61327020,0,0.14,1.98,0.29,residential,25 mph
61327117,61327037,0,0.074,2.41,0.16,secondary,20 mph
61327121,61321273,0,0.119,3.15,0.29,primary,25 mph
61327121,61327113,0,0.066,3.44,0.17,primary,25 mph
61327121,61321378,0,0.076,1.0,0.14,residential,20 mph
61327121,61323791,0,0.076,2.09,0.16,tertiary,20 mph
61327122,61318589,0,0.073,2.87,0.17,tertiary,20 mph
61327122,61320984,0,0.139,1.88,0.29,residential,20 mph
61327134,61318577,0,0.248,1.78,0.5,residential,20 mph
61327134,61327172,0,0.056,1.13,0.1,residential,20 mph
61327134,61327224,0,0.054,1.0,0.1,residential,20 mph
61327141,61327443,0,0.106,1.91,0.22,residential,20 mph
61327141,61326634,0,0.139,2.05,0.29,residential,20 mph
61327141,61327318,0,0.077,2.82,0.18,tertiary,unknown
61327141,1053541779,0,0.077,1.9,0.16,tertiary,unknown
61327143,61327224,0,0.056,1.26,0.1,residential,20 mph
61327143,61327020,0,0.103,2.29,0.22,residential,20 mph
61327143,61318526,0,0.068,1.8,0.14,residential,20 mph
61327145,61317667,0,0.046,1.72,0.09,residential,20 mph
61327145,61317661,0,0.043,2.3,0.09,secondary,20 mph
61327155,61324562,0,0.116,2.05,0.25,residential,20 mph
61327155,61327315,0,0.237,2.1,0.5,residential,20 mph
61327155,61327185,0,0.073,2.85,0.17,primary,25 mph
61327169,61327022,0,0.254,2.78,0.59,residential,25 mph
