from_node,to_node,edge_key,distance_km,traffic_weight,travel_time_min,highway_type,maxspeed
309593901,309593854,0,0.033,2.84,0.08,residential,unknown
309593901,6144129431,0,0.135,2.26,0.29,residential,unknown
309593965,308917326,0,0.086,1.19,0.16,residential,unknown
309593965,6144129431,0,0.049,1.1,0.09,residential,unknown
309593965,308917360,0,0.044,2.02,0.09,residential,unknown
348037007,348037008,0,0.048,2.4,0.11,residential,unknown
348037007,363791776,0,0.015,2.21,0.03,residential,unknown
348037008,672579817,0,0.043,1.79,0.09,residential,unknown
348037008,1781959097,0,0.032,2.15,0.07,residential,unknown
348037008,348037007,0,0.048,1.22,0.09,residential,unknown
348037010,363775721,0,0.037,2.04,0.08,residential,unknown
348037010,1466637175,0,0.053,2.15,0.11,residential,unknown
363187401,363190535,0,0.03,2.03,0.06,tertiary,unknown
363187401,309593068,0,0.027,2.37,0.06,tertiary,unknown
363189765,363189766,0,0.073,2.5,0.16,residential,unknown
363189765,363191551,0,0.046,2.15,0.1,residential,unknown
363189765,309593063,0,0.05,1.0,0.09,residential,unknown
363189766,363191422,0,0.04,1.01,0.07,residential,unknown
363189766,363189765,0,0.073,1.83,0.15,residential,unknown
363189766,363191623,0,0.047,1.33,0.09,residential,unknown
363190535,309593074,0,0.01,1.98,0.02,tertiary,unknown
363190535,363187401,0,0.03,2.63,0.07,tertiary,unknown
363190535,363190994,0,0.056,2.63,0.13,residential,unknown
363190994,363190535,0,0.056,1.51,0.11,residential,unknown
363190994,363191707,0,0.042,1.47,0.08,residential,unknown
363190994,363191139,0,0.073,2.08,0.16,residential,unknown
363191139,363191257,0,0.04,2.4,0.09,residential,unknown
363191139,363191726,0,0.048,2.47,0.11,residential,unknown
363191139,363190994,0,0.073,2.35,0.16,residential,unknown
363191257,363191139,0,0.04,2.59,0.09,residential,unknown
363191257,363191422,0,0.165,1.13,0.3,residential,unknown
363191257,3145158634,0,0.063,1.87,0.13,residential,unknown
363191422,363189766,0,0.04,1.37,0.08,residential,unknown
363191422,363191257,0,0.165,1.88,0.34,residential,unknown
363191422,3740957803,0,0.044,1.25,0.08,residential,unknown
363191551,363189765,0,0.046,2.02,0.1,residential,unknown
363191551,363191628,0,0.033,2.17,0.07,residential,unknown
363191551,363191623,0,0.071,1.4,0.14,residential,unknown
363191623,363189766,0,0.047,2.25,0.1,residential,unknown
363191623,363191639,0,0.032,1.69,0.06,residential,unknown
363191623,363191551,0,0.071,2.81,0.17,residential,unknown
363191628,363191551,0,0.033,1.97,0.07,residential,unknown
363191628,363191707,0,0.042,1.21,0.08,residential,unknown
363191628,363191639,0,0.073,1.22,0.14,residential,unknown
363191639,363191623,0,0.032,1.34,0.06,residential,unknown
363191639,363191726,0,0.038,1.93,0.08,residential,unknown
363191639,363191628,0,0.073,1.37,0.14,residential,unknown
363191707,363191628,0,0.042,2.35,0.09,residential,unknown
363191707,363190994,0,0.042,2.57,0.1,residential,unknown
363191707,363191726,0,0.072,1.0,0.13,residential,unknown
363191726,363191639,0,0.038,1.0,0.07,residential,unknown
363191726,363191139,0,0.048,1.55,0.09,residential,unknown
363191726,363191707,0,0.072,1.51,0.14,residential,unknown
363232726,2228225770,0,0.021,2.37,0.05,residential,unknown
363232726,363771377,0,0.095,2.27,0.21,tertiary,unknown
363232731,672579830,0,0.008,2.14,0.02,residential,unknown
363232731,10989243383,0,0.038,2.38,0.08,residential,unknown
363232731,7089555216,0,0.131,1.8,0.27,residential,unknown
363232735,2228225793,0,0.059,2.36,0.13,residential,unknown
363232735,5281243701,0,0.042,2.07,0.09,residential,unknown
363232735,363232737,0,0.062,1.26,0.12,residential,unknown
363232735,672579836,0,0.036,1.91,0.07,residential,unknown
363232737,363232738,0,0.019,2.75,0.04,residential,unknown
363232737,6196901133,0,0.028,1.28,0.05,residential,unknown
363232737,363232735,0,0.062,1.34,0.12,residential,unknown
363232738,960530588,0,0.055,1.48,0.11,residential,unknown
363232738,2228225791,0,0.032,2.45,0.07,residential,unknown
363232738,363232737,0,0.019,1.27,0.04,residential,unknown
363232741,363791776,0,0.03,2.52,0.07,residential,unknown
363232741,4803435047,0,0.016,2.48,0.04,residential,unknown
363232741,2228225799,0,0.053,1.86,0.11,residential,unknown
363771007,363771377,0,0.037,2.15,0.08,tertiary,unknown
363771007,301350890,0,0.055,3.76,0.15,tertiary,unknown
363771377,363771007,0,0.037,2.87,0.09,tertiary,unknown
363771377,363232726,0,0.095,2.29,0.21,tertiary,unknown
363775721,348037010,0,0.037,1.42,0.07,residential,unknown
363788898,7089555231,0,0.023,1.08,0.04,residential,unknown
363788898,1781959097,0,0.008,1.87,0.02,residential,unknown
363791776,3683354538,0,0.01,1.21,0.02,residential,unknown
363791776,363232741,0,0.03,1.98,0.06,residential,unknown
363791776,348037007,0,0.015,1.0,0.03,residential,unknown
363795803,11865933902,0,0.007,1.51,0.01,residential,unknown
363795803,2228225772,0,0.037,3.21,0.09,secondary,unknown
363795803,7089555216,0,0.061,1.96,0.13,residential,unknown
438068380,306580569,0,0.112,3.16,0.27,tertiary,unknown
438068380,7265565075,0,0.122,1.99,0.26,tertiary,unknown
438068380,305092417,0,0.067,2.08,0.14,residential,unknown
438069091,443224595,0,0.041,2.05,0.09,residential,unknown
438069091,3801688116,0,0.051,1.58,0.1,residential,unknown
438069091,305092417,0,0.225,1.54,0.44,residential,unknown
438069275,443224592,0,0.036,1.0,0.06,residential,unknown
438069275,443224596,0,0.117,1.0,0.21,residential,unknown
438069275,443224595,0,0.098,2.15,0.21,residential,unknown
438069276,443224580,0,0.08,1.49,0.16,residential,unknown
438069276,443224589,0,0.041,1.33,0.08,residential,unknown
438069276,443224592,0,0.038,1.82,0.08,residential,unknown
438069276,3801688120,0,0.059,1.59,0.12,residential,unknown
438069277,443224585,0,0.041,2.41,0.09,residential,unknown
438069277,438069279,0,0.123,1.9,0.25,residential,unknown
438069277,443224586,0,0.037,2.55,0.08,residential,unknown
438069277,3801688122,0,0.052,1.15,0.1,residential,unknown
438069279,438069277,0,0.123,2.51,0.28,residential,unknown
438069279,443224584,0,0.036,1.8,0.07,residential,unknown
438069279,6065186796,0,0.028,2.75,0.06,residential,unknown
438069279,3801688124,0,0.06,1.0,0.11,residential,unknown
443224551,3145158641,0,0.038,2.03,0.08,residential,unknown
443224551,3145130520,0,0.053,2.88,0.13,residential,unknown
443224552,443224568,0,0.02,2.05,0.04,residential,unknown
443224552,3145158641,0,0.031,1.0,0.05,residential,unknown
443224554,10153719251,0,0.018,2.19,0.04,residential,unknown
443224554,6528488887,0,0.172,1.44,0.33,residential,unknown
443224568,10153719249,0,0.018,2.06,0.04,residential,unknown
443224568,443224552,0,0.02,1.55,0.04,residential,unknown
443224570,305092417,0,0.045,1.29,0.09,residential,unknown
443224570,443224580,0,0.066,2.01,0.14,residential,unknown
443224570,443224590,0,0.044,2.69,0.1,residential,unknown
443224570,443224593,0,0.038,1.24,0.07,residential,unknown
443224571,443224572,0,0.035,1.72,0.07,residential,unknown
443224571,443224590,0,0.037,2.53,0.08,residential,unknown
443224571,443224588,0,0.073,1.57,0.14,residential,unknown
443224572,443224573,0,0.039,2.22,0.09,residential,unknown
443224572,443224571,0,0.035,2.16,0.08,residential,unknown
443224572,443224581,0,0.073,1.37,0.14,residential,unknown
443224573,305092269,0,0.046,1.65,0.09,residential,unknown
443224573,305092268,0,0.032,1.32,0.06,residential,unknown
443224573,443224572,0,0.039,2.09,0.08,residential,unknown
443224573,443224578,0,0.148,1.19,0.28,residential,unknown
443224575,305092021,0,0.041,1.68,0.08,residential,unknown
443224575,443224576,0,0.033,2.7,0.08,residential,unknown
443224575,443224578,0,0.12,1.11,0.22,residential,unknown
443224576,443224575,0,0.033,1.69,0.07,residential,unknown
443224576,305092006,0,0.039,1.03,0.07,residential,unknown
443224576,6065186790,0,0.043,1.0,0.08,residential,unknown
443224577,305092268,0,0.15,2.32,0.33,residential,unknown
443224577,6065186795,0,0.036,1.84,0.07,residential,unknown
443224577,443224583,0,0.035,1.64,0.07,residential,unknown
443224577,443224578,0,0.033,1.5,0.06,residential,unknown
443224578,443224575,0,0.12,2.08,0.26,residential,unknown
443224578,443224577,0,0.033,2.38,0.07,residential,unknown
443224578,305092023,0,0.043,2.69,0.1,residential,unknown
443224578,443224573,0,0.148,1.21,0.28,residential,unknown
443224580,443224570,0,0.066,1.0,0.12,residential,unknown
443224580,438069276,0,0.08,1.76,0.16,residential,unknown
443224580,443224591,0,0.045,2.09,0.1,residential,unknown
443224581,443224582,0,0.035,1.3,0.07,residential,unknown
443224581,443224588,0,0.034,1.23,0.06,residential,unknown
443224581,443224572,0,0.073,2.52,0.17,residential,unknown
443224581,443224586,0,0.105,2.44,0.23,residential,unknown
443224582,305092268,0,0.041,1.05,0.07,residential,unknown
443224582,443224585,0,0.056,2.88,0.13,residential,unknown
443224582,10153812603,0,0.054,1.0,0.1,residential,unknown
443224582,443224581,0,0.035,2.2,0.08,residential,unknown
443224583,443224584,0,0.018,2.54,0.04,residential,unknown
443224583,443224577,0,0.035,1.47,0.07,residential,unknown
443224583,10153812601,0,0.064,2.47,0.14,residential,unknown
443224584,438069279,0,0.036,1.98,0.08,residential,unknown
443224584,443224583,0,0.018,2.41,0.04,residential,unknown
443224584,10153812602,0,0.068,2.53,0.15,residential,unknown
443224585,443224582,0,0.056,2.17,0.12,residential,unknown
443224585,438069277,0,0.041,2.42,0.09,residential,unknown
443224585,10153812604,0,0.036,1.71,0.07,residential,unknown
443224586,438069277,0,0.037,2.19,0.08,residential,unknown
443224586,443224587,0,0.031,1.36,0.06,residential,unknown
443224586,443224581,0,0.105,2.08,0.22,residential,unknown
443224587,443224586,0,0.031,2.8,0.07,residential,unknown
443224587,443224589,0,0.038,2.1,0.08,residential,unknown
443224587,443224588,0,0.105,2.02,0.22,residential,unknown
443224588,443224581,0,0.034,1.71,0.07,residential,unknown
443224588,443224591,0,0.036,1.8,0.07,residential,unknown
443224588,443224587,0,0.105,2.31,0.23,residential,unknown
443224588,443224571,0,0.073,2.58,0.17,residential,unknown
443224589,443224587,0,0.038,1.1,0.07,residential,unknown
443224589,438069276,0,0.041,1.43,0.08,residential,unknown
443224589,443224591,0,0.095,1.55,0.19,residential,unknown
443224590,443224571,0,0.037,1.12,0.07,residential,unknown
443224590,443224570,0,0.044,1.47,0.09,residential,unknown
443224590,443224591,0,0.069,1.39,0.13,residential,unknown
443224591,443224588,0,0.036,1.79,0.07,residential,unknown
443224591,443224580,0,0.045,1.25,0.08,residential,unknown
443224591,443224590,0,0.069,2.09,0.15,residential,unknown
443224591,443224589,0,0.095,1.64,0.19,residential,unknown
443224592,438069276,0,0.038,1.51,0.07,residential,unknown
443224592,438069275,0,0.036,2.0,0.07,residential,unknown
443224592,443224593,0,0.133,1.25,0.25,residential,unknown
443224593,443224570,0,0.038,2.12,0.08,residential,unknown
443224593,443224596,0,0.043,2.25,0.09,residential,unknown
443224593,443224592,0,0.133,2.36,0.29,residential,unknown
443224595,438069091,0,0.041,2.51,0.09,residential,unknown
443224595,438069275,0,0.098,1.03,0.18,residential,unknown
443224595,443224596,0,0.103,1.32,0.19,residential,unknown
443224596,443224593,0,0.043,1.47,0.08,residential,unknown
443224596,438069275,0,0.117,1.17,0.22,residential,unknown
443224596,443224595,0,0.103,1.63,0.2,residential,unknown
443224603,306582445,0,0.203,2.03,0.43,residential,unknown
459782085,7485482936,0,0.072,1.89,0.15,residential,unknown
459782085,2228225852,0,0.021,1.0,0.04,residential,unknown
503050639,305091604,0,0.154,1.0,0.28,residential,unknown
503050639,305091600,0,0.056,3.72,0.15,primary,unknown
503050641,305091594,0,0.152,2.11,0.33,residential,unknown
503050641,503050639,0,0.056,2.73,0.13,primary,unknown
503065534,305091596,0,0.155,2.86,0.37,residential,unknown
503065534,5960671740,0,0.059,3.58,0.15,primary,unknown
583466957,308918175,0,0.053,1.21,0.1,residential,unknown
583466957,309593901,0,0.053,1.94,0.11,residential,unknown
583466957,308917653,0,0.016,2.14,0.04,residential,unknown
583466958,305091972,0,0.044,1.44,0.08,residential,unknown
583466958,305091860,0,0.131,2.26,0.29,residential,unknown
583466958,305091963,0,0.065,2.26,0.14,residential,unknown
583466958,309592649,0,0.054,1.75,0.11,residential,unknown
595765589,305134812,0,0.15,1.2,0.28,residential,unknown
595765589,305134843,0,0.21,2.78,0.49,residential,unknown
595765589,595765590,0,0.049,1.0,0.09,residential,unknown
595765589,305144537,0,0.073,2.6,0.17,residential,unknown
595765590,305144569,0,0.056,1.0,0.1,residential,unknown
595765590,305144299,0,0.109,2.0,0.23,residential,unknown
595765590,305144566,0,0.167,1.28,0.31,residential,unknown
595765590,595765589,0,0.049,1.4,0.09,residential,unknown
595766030,308917132,0,0.16,2.31,0.35,residential,unknown
595766030,305091088,0,0.21,1.79,0.43,residential,unknown
595766030,263220551,0,0.082,1.24,0.15,residential,unknown
595766030,1070361741,0,0.088,2.61,0.2,residential,unknown
663102272,309593172,0,0.158,2.37,0.35,tertiary,unknown
663102272,309593180,0,0.041,1.94,0.08,residential,unknown
663102272,309593030,0,0.048,3.82,0.13,tertiary,unknown
672579815,1466637175,0,0.049,1.28,0.09,residential,unknown
672579815,3684937733,0,0.031,1.71,0.06,residential,unknown
672579815,672579829,0,0.118,1.08,0.22,residential,unknown
672579817,348037008,0,0.043,1.32,0.08,residential,unknown
672579817,1781959096,0,0.03,1.0,0.05,residential,unknown
672579817,4803435047,0,0.058,2.21,0.13,residential,unknown
672579828,672579829,0,0.015,1.66,0.03,residential,unknown
672579828,672579840,0,0.089,2.01,0.19,residential,unknown
672579828,672579840,1,0.138,1.45,0.27,living_street,unknown
672579829,672579828,0,0.015,1.63,0.03,residential,unknown
672579829,672579831,0,0.072,2.7,0.17,residential,unknown
672579829,672579815,0,0.118,2.68,0.27,residential,unknown
672579830,363232731,0,0.008,1.73,0.02,residential,unknown
672579830,672579831,0,0.037,2.23,0.08,residential,unknown
672579830,5281244855,0,0.063,1.0,0.11,residential,unknown
672579831,672579836,0,0.065,1.99,0.14,residential,unknown
672579831,672579830,0,0.037,1.62,0.07,residential,unknown
672579831,672579829,0,0.072,1.43,0.14,residential,unknown
672579836,672579831,0,0.065,1.84,0.13,residential,unknown
672579836,6196901133,0,0.068,1.0,0.12,residential,unknown
672579836,363232735,0,0.036,2.51,0.08,residential,unknown
672579840,6196901133,0,0.026,2.5,0.06,residential,unknown
672579840,672579828,0,0.138,1.56,0.27,living_street,unknown
672579840,672579828,1,0.089,2.2,0.19,residential,unknown
929252941,2526076436,0,0.043,1.34,0.08,residential,unknown
956034560,4533883485,0,0.167,2.24,0.36,residential,unknown
956276595,2228225819,0,0.019,1.0,0.03,residential,unknown
956276595,2228225826,0,0.02,1.27,0.04,residential,unknown
956276595,10055294834,0,0.021,1.16,0.04,residential,unknown
960530573,2228225804,0,0.044,1.67,0.09,residential,unknown
960530573,7089555206,0,0.026,2.24,0.06,residential,unknown
960530573,3740957823,0,0.056,1.43,0.11,residential,unknown
960530573,2228225803,0,0.095,2.45,0.21,residential,unknown
960530581,960530588,0,0.028,2.28,0.06,residential,unknown
960530581,2228225804,0,0.03,1.18,0.06,residential,unknown
960530581,960532674,0,0.097,2.67,0.22,residential,unknown
960530588,363232738,0,0.055,2.47,0.12,residential,unknown
960530588,960530581,0,0.028,1.64,0.06,residential,unknown
960530588,960535033,0,0.062,1.0,0.11,residential,unknown
960532674,10055273099,0,0.033,1.94,0.07,residential,unknown
960532674,2228225793,0,0.036,1.53,0.07,residential,unknown
960532674,960530581,0,0.097,2.28,0.21,residential,unknown
960535033,960530588,0,0.062,1.94,0.13,residential,unknown
960536079,3740957820,0,0.2,2.06,0.42,residential,unknown
960536079,2228225784,0,0.056,1.0,0.1,residential,unknown
960536079,7089555216,0,0.103,1.24,0.19,residential,unknown
960536082,11012059864,0,0.029,1.7,0.06,residential,unknown
960536082,960536085,0,0.037,1.66,0.07,residential,unknown
960536082,11121585204,0,0.021,1.0,0.04,residential,unknown
960536082,2228225772,0,0.12,1.25,0.23,residential,unknown
960536085,960536082,0,0.037,2.12,0.08,residential,unknown
960536085,7485520891,0,0.117,1.59,0.23,residential,unknown
960536085,2228225776,0,0.05,1.02,0.09,residential,unknown
1070361741,595766030,0,0.088,2.47,0.2,residential,unknown
1070361741,4464082677,0,0.158,1.92,0.33,tertiary,unknown
1070361777,305091576,0,0.229,1.06,0.42,residential,unknown
1070361777,5960671739,0,0.056,2.55,0.13,tertiary,unknown
1274328906,260729389,0,0.073,1.0,0.13,residential,unknown
1391210493,1391210501,0,0.11,1.3,0.21,residential,unknown
1391210496,1391210500,0,0.091,2.21,0.2,residential,unknown
1391210496,1391210502,0,0.035,1.48,0.07,residential,unknown
1391210496,1391210514,0,0.032,2.27,0.07,residential,unknown
1391210499,1391210514,0,0.123,1.52,0.24,residential,unknown
1391210500,1391210496,0,0.091,1.27,0.17,residential,unknown
1391210501,1391210514,0,0.019,2.5,0.04,residential,unknown
1391210501,1391210493,0,0.11,1.25,0.21,residential,unknown
1391210502,1391210506,0,0.056,1.51,0.11,residential,unknown
1391210502,1391210496,0,0.035,1.39,0.07,residential,unknown
1391210502,1391210508,0,0.034,2.17,0.07,residential,unknown
1391210506,1391210502,0,0.056,1.0,0.1,residential,unknown
1391210508,10017800625,0,0.036,1.0,0.06,residential,unknown
1391210508,10862212866,0,0.029,1.81,0.06,residential,unknown
1391210508,1391210502,0,0.034,1.32,0.06,residential,unknown
1391210514,1391210496,0,0.032,1.47,0.06,residential,unknown
1391210514,1391210501,0,0.019,1.42,0.04,residential,unknown
1391210514,1391210499,0,0.123,1.46,0.24,residential,unknown
1430679862,3158788647,0,0.018,1.77,0.04,residential,unknown
1430679862,5388494827,0,0.027,2.5,0.06,residential,unknown
1430679862,6504305286,0,0.101,2.52,0.23,residential,unknown
1430679870,7265869853,0,0.006,1.32,0.01,residential,unknown
1430679870,10153757206,0,0.026,2.36,0.06,tertiary,unknown
1430679870,1620346627,0,0.032,3.23,0.08,tertiary,unknown
1430679874,6504305286,0,0.152,2.07,0.32,residential,unknown
1430679874,5388494833,0,0.025,3.97,0.07,primary,unknown
1466637175,348037010,0,0.053,1.0,0.1,residential,unknown
1466637175,672579815,0,0.049,2.12,0.1,residential,unknown
1466637175,7089555231,0,0.028,1.7,0.06,residential,unknown
1468540687,61746220,0,0.009,2.15,0.02,tertiary,unknown
1468540687,309593259,0,0.046,2.83,0.11,tertiary,unknown
1468540687,9363518173,0,0.194,2.83,0.46,secondary,unknown
1469644226,3158788651,0,0.131,1.73,0.26,residential,unknown
1469644226,3161118524,0,0.04,3.22,0.1,primary,unknown
1469644231,4533883479,0,0.01,2.35,0.02,tertiary,30
1469644231,5942550426,0,0.014,2.93,0.03,secondary,unknown
1469644231,6132065477,0,0.321,2.58,0.73,tertiary,30
1469644253,308915759,0,0.01,2.97,0.02,tertiary,unknown
1469644253,263227171,0,0.069,2.39,0.15,tertiary,unknown
1469644253,1469644263,0,0.049,2.88,0.12,tertiary,30
1469644263,1469644253,0,0.049,2.79,0.11,tertiary,30
1469644263,303933201,0,0.066,2.46,0.15,residential,unknown
1469644263,6132065477,0,0.046,3.63,0.12,tertiary,30
1469644287,5388494827,0,0.048,2.66,0.11,residential,unknown
1469644287,3149542155,0,0.031,1.96,0.07,residential,unknown
1469644287,3158788651,0,0.123,1.62,0.24,residential,unknown
1615723287,308918175,0,0.085,4.18,0.23,primary,unknown
1620346627,3149542156,0,0.088,2.26,0.19,tertiary,unknown
1620346627,305134881,0,0.055,1.83,0.11,residential,unknown
1620346627,1430679870,0,0.032,2.41,0.07,tertiary,unknown
1620346627,3158788643,0,0.065,1.25,0.12,residential,unknown
1625402539,1615723287,0,0.127,3.74,0.33,primary,unknown
1759942773,6454708692,0,0.046,1.52,0.09,residential,unknown
1759942773,1759942777,0,0.076,2.35,0.17,residential,unknown
1759942773,10295532214,0,0.165,2.63,0.38,residential,unknown
1759942777,1759942773,0,0.076,1.45,0.15,residential,unknown
1759942777,1759942779,0,0.115,3.53,0.29,secondary,unknown
1759942779,3801695511,0,0.011,2.2,0.02,residential,unknown
1759942779,7265565025,0,0.049,1.36,0.09,residential,unknown
1759942779,7265495342,0,0.322,3.42,0.81,secondary,unknown
1759977210,308915753,0,0.014,2.04,0.03,tertiary,unknown
1759977210,305091122,0,0.088,3.06,0.21,tertiary,unknown
1759977212,10295532214,0,0.05,3.24,0.12,tertiary,unknown
1759977212,6454708692,0,0.065,1.81,0.13,residential,unknown
1761893917,11493493810,0,0.046,3.79,0.12,secondary,unknown
1761893917,1761893918,0,0.049,2.09,0.1,residential,unknown
1761893918,1761893917,0,0.049,1.99,0.1,residential,unknown
1761893926,305091899,0,0.013,3.5,0.03,secondary,unknown
1761893926,1761893929,0,0.03,1.77,0.06,residential,unknown
1761893928,305091899,0,0.091,1.84,0.19,residential,unknown
1761893929,1761893936,0,0.09,1.26,0.17,residential,unknown
1761893929,1761893926,0,0.03,2.21,0.07,residential,unknown
1761893929,1761893959,0,0.121,1.54,0.24,residential,unknown
1761893936,1761893929,0,0.09,1.18,0.17,residential,unknown
1761893959,1761893929,0,0.121,2.05,0.26,residential,unknown
1770490835,4032342309,0,0.058,1.72,0.12,residential,unknown
1770490835,1770490843,0,0.1,1.62,0.2,residential,unknown
1770490835,4032342306,0,0.148,1.44,0.29,residential,unknown
1770490835,1770490841,0,0.16,1.71,0.32,residential,unknown
1770490841,1770490835,0,0.16,1.0,0.29,residential,unknown
1770490843,1770490835,0,0.1,1.21,0.19,residential,unknown
1770490845,1770490847,0,0.063,1.45,0.12,residential,unknown
1770490845,4032342300,0,0.027,1.82,0.06,residential,unknown
1770490845,305145987,0,0.079,2.06,0.17,residential,unknown
1770490847,1770490845,0,0.063,2.39,0.14,residential,unknown
1770490851,4032342297,0,0.079,1.0,0.14,residential,unknown
1770490851,4032342309,0,0.058,2.55,0.13,residential,unknown
1770490851,4032342300,0,0.187,1.01,0.34,residential,unknown
1781959096,1781959097,0,0.041,2.43,0.09,residential,unknown
1781959096,3684937733,0,0.03,2.47,0.07,residential,unknown
1781959096,672579817,0,0.03,1.83,0.06,residential,unknown
1781959097,363788898,0,0.008,2.49,0.02,residential,unknown
1781959097,348037008,0,0.032,2.08,0.07,residential,unknown
1781959097,1781959096,0,0.041,1.87,0.08,residential,unknown
2228165471,363795803,0,0.028,2.35,0.06,secondary,unknown
2228165471,2228165491,0,0.257,1.46,0.5,residential,unknown
2228165491,2228225770,0,0.021,1.24,0.04,residential,unknown
2228165491,10989243383,0,0.066,1.29,0.12,residential,unknown
2228165491,2228165471,0,0.257,1.95,0.53,residential,unknown
2228225770,2228165491,0,0.021,1.8,0.04,residential,unknown
2228225770,363232726,0,0.021,1.85,0.04,residential,unknown
2228225770,11168780086,0,0.032,1.69,0.06,residential,unknown
2228225772,2228225776,0,0.041,3.62,0.11,secondary,unknown
2228225772,960536082,0,0.12,1.3,0.23,residential,unknown
2228225773,11168780086,0,0.008,1.0,0.01,residential,unknown
2228225773,2228225774,0,0.037,1.0,0.07,residential,unknown
2228225773,11168780092,0,0.017,1.0,0.03,residential,unknown
2228225774,2228225773,0,0.037,2.01,0.08,residential,unknown
2228225776,6456088910,0,0.008,1.76,0.02,residential,unknown
2228225776,960536085,0,0.05,2.2,0.11,residential,unknown
2228225776,10068956865,0,0.122,2.22,0.26,secondary,unknown
2228225784,7089555210,0,0.055,2.14,0.12,residential,unknown
2228225784,5281244855,0,0.041,1.26,0.08,residential,unknown
2228225784,960536079,0,0.056,1.63,0.11,residential,unknown
2228225787,5281243702,0,0.059,1.93,0.12,residential,unknown
2228225787,2526076436,0,0.03,1.47,0.06,residential,unknown
2228225787,7089555210,0,0.031,2.03,0.07,residential,unknown
2228225790,2228225795,0,0.051,1.81,0.11,residential,unknown
2228225790,2228225791,0,0.019,2.14,0.04,residential,unknown
2228225790,6528479946,0,0.022,1.1,0.04,residential,unknown
2228225791,2228225790,0,0.019,2.11,0.04,residential,unknown
2228225791,363232738,0,0.032,1.86,0.07,residential,unknown
2228225791,2228225800,0,0.075,1.52,0.15,residential,unknown
2228225793,960532674,0,0.036,1.09,0.07,residential,unknown
2228225793,5281243702,0,0.038,2.39,0.08,residential,unknown
2228225793,363232735,0,0.059,1.28,0.11,residential,unknown
2228225795,2228225790,0,0.051,1.6,0.1,residential,unknown
2228225795,2228225799,0,0.046,1.87,0.1,residential,unknown
2228225795,6528479943,0,0.02,2.37,0.04,residential,unknown
2228225799,7485520890,0,0.023,1.21,0.04,residential,unknown
2228225799,2228225795,0,0.046,1.76,0.09,residential,unknown
2228225799,363232741,0,0.053,2.02,0.11,residential,unknown
2228225800,2228225791,0,0.075,1.72,0.15,residential,unknown
2228225803,960530573,0,0.095,1.63,0.19,residential,unknown
2228225804,960530581,0,0.03,1.04,0.05,residential,unknown
2228225804,960530573,0,0.044,1.21,0.08,residential,unknown
2228225804,7089555207,0,0.026,2.58,0.06,residential,unknown
2228225806,2228225819,0,0.105,1.97,0.22,residential,unknown
2228225806,2228225817,0,0.023,2.2,0.05,residential,unknown
2228225806,2228225808,0,0.018,2.11,0.04,residential,unknown
2228225808,2228225813,0,0.048,1.79,0.1,residential,unknown
2228225808,2228225806,0,0.018,1.48,0.04,residential,unknown
2228225808,3683354538,0,0.119,1.11,0.22,residential,unknown
2228225813,2228225808,0,0.048,2.22,0.1,residential,unknown
2228225817,7485482927,0,0.023,1.76,0.05,residential,unknown
2228225817,2228225818,0,0.019,1.79,0.04,residential,unknown
2228225817,2228225806,0,0.023,2.02,0.05,residential,unknown
2228225818,7485482926,0,0.024,2.16,0.05,residential,unknown
2228225818,2228225823,0,0.033,1.09,0.06,residential,unknown
2228225818,2228225817,0,0.019,1.34,0.04,residential,unknown
2228225819,956276595,0,0.019,1.7,0.04,residential,unknown
2228225819,2228225806,0,0.105,2.35,0.23,residential,unknown
2228225821,7485482938,0,0.013,2.21,0.03,residential,unknown
2228225821,2228225828,0,0.029,1.83,0.06,residential,unknown
2228225821,2228225823,0,0.025,2.46,0.06,residential,unknown
2228225822,2228225830,0,0.06,2.14,0.13,residential,unknown
2228225822,7485482926,0,0.018,1.52,0.04,residential,unknown
2228225822,10053692337,0,0.016,1.98,0.03,residential,unknown
2228225823,10053692337,0,0.022,2.63,0.05,residential,unknown
2228225823,2228225821,0,0.025,2.28,0.05,residential,unknown
2228225823,2228225831,0,0.024,1.0,0.04,residential,unknown
2228225823,2228225818,0,0.033,2.25,0.07,residential,unknown
2228225824,2228225830,0,0.018,2.22,0.04,residential,unknown
2228225824,2228225826,0,0.019,1.75,0.04,residential,unknown
2228225824,7485482926,0,0.058,2.01,0.12,residential,unknown
2228225824,10055294834,0,0.021,2.08,0.04,residential,unknown
2228225826,956276595,0,0.02,2.44,0.05,residential,unknown
2228225826,2228225832,0,0.019,2.23,0.04,residential,unknown
2228225826,2228225824,0,0.019,1.25,0.04,residential,unknown
2228225828,2228225821,0,0.029,2.19,0.06,residential,unknown
2228225828,2228225831,0,0.026,1.92,0.05,residential,unknown
2228225828,3740962129,0,0.043,1.57,0.08,residential,unknown
2228225829,2228225833,0,0.02,1.18,0.04,residential,unknown
2228225829,10053692337,0,0.024,1.83,0.05,residential,unknown
2228225829,2228225837,0,0.021,2.53,0.05,residential,unknown
2228225830,2228225822,0,0.06,1.99,0.13,residential,unknown
2228225830,2228225835,0,0.018,1.6,0.04,residential,unknown
2228225830,2228225824,0,0.018,1.0,0.03,residential,unknown
2228225831,2228225828,0,0.026,2.38,0.06,residential,unknown
2228225831,10173339067,0,0.043,2.4,0.1,residential,unknown
2228225831,2228225823,0,0.024,1.0,0.04,residential,unknown
2228225832,2228225826,0,0.019,2.47,0.04,residential,unknown
