city,num_emergencies,algorithm,objective_mean,objective_std,time_mean,time_std,runs
bangalore_central,5,Adaptive GA,2.417294313234139,0.0,0.23947227001190186,0.08909558861207148,10
bangalore_central,5,Elitist GA,2.417294313234139,0.0,0.2447178602218628,0.0842480546655632,10
bangalore_central,5,Hybrid GA,2.417294313234139,0.0,0.3840279817581177,0.10920007295020791,10
bangalore_central,5,Standard GA,1.9338354505873112,0.0,0.07996623516082764,0.03822821781184068,10
bangalore_central,10,Adaptive GA,4.834588626468277,0.0,0.31446239948272703,0.08767566272469499,10
bangalore_central,10,Elitist GA,4.834588626468277,0.0,0.31183199882507323,0.0959934272316462,10
bangalore_central,10,Hybrid GA,4.834588626468277,0.0,1.501957893371582,0.2593919266217839,10
bangalore_central,10,Standard GA,3.8676709011746224,0.0,0.0767704725265503,0.016435344949346852,10
bangalore_central,15,Adaptive GA,7.251882939702417,0.0,0.396573543548584,0.08447175206582416,10
bangalore_central,15,Elitist GA,7.251882939702417,0.0,0.3786496639251709,0.07667222852063155,10
bangalore_central,15,Hybrid GA,7.251882939702417,0.0,4.575993514060974,0.6477790722142951,10
bangalore_central,15,Standard GA,5.801506351761935,0.0,0.09751009941101074,0.023207380438530392,10
bangalore_central,20,Adaptive GA,9.66917725293656,0.0,0.6448865413665772,0.19867384157034673,10
bangalore_central,20,Elitist GA,9.66917725293656,0.0,0.6370097160339355,0.23889335244913887,10
bangalore_central,20,Hybrid GA,9.66917725293656,0.0,15.8449458360672,4.552144380468411,10
bangalore_central,20,Standard GA,7.735341802349248,0.0,0.1750478982925415,0.0682611119771492,10
bangalore_central,25,Adaptive GA,12.086471566170701,0.0,0.8351433038711548,0.14379901754459237,10
bangalore_central,25,Elitist GA,12.086471566170701,0.0,0.8392164230346679,0.14608045575310732,10
bangalore_central,25,Hybrid GA,12.086471566170701,0.0,34.00748381614685,6.100542745912314,10
bangalore_central,25,Standard GA,9.669177252936562,0.0,0.19959754943847657,0.038186283087165346,10
cambridge_ma,5,Adaptive GA,3.593297562425684,0.16332825702178227,0.6673251628875733,0.3782161881291259,10
cambridge_ma,5,Elitist GA,3.593297562425684,0.16332825702178227,0.5958763599395752,0.27288999264740843,10
cambridge_ma,5,Hybrid GA,3.593297562425684,0.16332825702178227,1.0644003629684449,0.5740814894301244,10
cambridge_ma,5,Standard GA,2.915957193816885,0.0,0.16651837825775145,0.06648640659139612,10
cambridge_ma,10,Adaptive GA,7.23824405469679,0.1633282570217822,0.8008960962295533,0.3034088621719341,10
cambridge_ma,10,Elitist GA,7.23824405469679,0.1633282570217822,0.7930864572525025,0.44261408051881984,10
cambridge_ma,10,Hybrid GA,7.23824405469679,0.1633282570217822,4.516810035705566,2.33635303441902,10
cambridge_ma,10,Standard GA,5.790595243757432,0.13066260561742568,0.20630171298980712,0.12036105330741242,10
cambridge_ma,15,Adaptive GA,10.883190546967894,0.16332825702178216,1.9902964591979981,0.5587935236151933,10
cambridge_ma,15,Elitist GA,10.883190546967894,0.16332825702178216,1.8126691102981567,0.4797177122319773,10
cambridge_ma,15,Hybrid GA,10.883190546967894,0.16332825702178216,23.099659061431886,5.758914136352098,10
cambridge_ma,15,Standard GA,8.706552437574317,0.13066260561742624,0.5163916349411011,0.2047434724389411,10
cambridge_ma,20,Adaptive GA,14.471488109393576,0.2286158973146185,0.866011118888855,0.6521424278624928,10
cambridge_ma,20,Elitist GA,14.471488109393576,0.2286158973146185,0.855498194694519,0.5438342494444542,10
cambridge_ma,20,Hybrid GA,14.471488109393576,0.2286158973146185,17.785467529296874,12.255781627684438,10
cambridge_ma,20,Standard GA,11.577190487514864,0.1828927178516947,0.2132441759109497,0.14917907682377024,10
cambridge_ma,25,Adaptive GA,17.82943995243757,0.550170360442413,1.0462970495224,0.3567631891611123,10
cambridge_ma,25,Elitist GA,17.82943995243757,0.550170360442413,1.0944388866424561,0.4835918473702539,10
cambridge_ma,25,Hybrid GA,17.82943995243757,0.550170360442413,38.234921717643736,6.887108149784577,10
cambridge_ma,25,Standard GA,14.387509393579075,0.3459762835779608,0.2980912923812866,0.12930191451235318,10
koramangala,5,Adaptive GA,2.5786419036564134,0.0,0.32043890953063964,0.03518557565850427,10
koramangala,5,Elitist GA,2.5786419036564134,0.0,0.37034194469451903,0.05090438686259104,10
koramangala,5,Hybrid GA,2.5786419036564134,0.0,0.5639091730117798,0.08180296042781307,10
koramangala,5,Standard GA,2.0629135229251307,0.0,0.10354933738708497,0.02708578008358037,10
koramangala,10,Adaptive GA,5.109460969239699,0.15122909248450336,0.46523752212524416,0.0649629077170633,10
koramangala,10,Elitist GA,5.109460969239699,0.15122909248450336,0.430875301361084,0.04183841729153035,10
koramangala,10,Hybrid GA,5.109460969239699,0.15122909248450336,2.3206440448760985,0.1830467104430808,10
koramangala,10,Standard GA,4.08756877539176,0.1209832739876028,0.12418515682220459,0.02009886213252087,10
koramangala,15,Adaptive GA,7.6881028728961125,0.15122909248450336,0.33179001808166503,0.13234117500312542,10
koramangala,15,Elitist GA,7.6881028728961125,0.15122909248450336,0.3214690685272217,0.11601984850286345,10
koramangala,15,Hybrid GA,7.6881028728961125,0.15122909248450336,3.8371907234191895,1.2655194631534297,10
koramangala,15,Standard GA,6.150482298316891,0.12098327398760295,0.09838683605194092,0.0611411696404626,10
koramangala,20,Adaptive GA,10.096703424260012,0.2944683872744729,0.5233913660049438,0.12466395906377935,10
koramangala,20,Elitist GA,10.096703424260012,0.2944683872744729,0.6924853324890137,0.2249955963267346,10
