city,num_emergencies,trial,algorithm,objective,time_s,status,convergence_len
koramangala,5,1,Standard GA,2.0629135229251307,0.09522294998168945,success,10
koramangala,5,1,Elitist GA,2.5786419036564134,0.48654866218566895,ok,50
koramangala,5,1,Adaptive GA,2.5786419036564134,0.32099485397338867,ok,50
koramangala,5,1,Hybrid GA,2.5786419036564134,0.6394872665405273,ok,50
koramangala,5,2,Standard GA,2.0629135229251307,0.07323598861694336,success,10
koramangala,5,2,Elitist GA,2.5786419036564134,0.31227731704711914,ok,50
koramangala,5,2,Adaptive GA,2.5786419036564134,0.29340648651123047,ok,50
koramangala,5,2,Hybrid GA,2.5786419036564134,0.4743459224700928,ok,50
koramangala,5,3,Standard GA,2.0629135229251307,0.09082269668579102,success,10
koramangala,5,3,Elitist GA,2.5786419036564134,0.377439022064209,ok,50
koramangala,5,3,Adaptive GA,2.5786419036564134,0.2544834613800049,ok,50
koramangala,5,3,Hybrid GA,2.5786419036564134,0.517573356628418,ok,50
koramangala,5,4,Standard GA,2.0629135229251307,0.1183013916015625,success,10
koramangala,5,4,Elitist GA,2.5786419036564134,0.314866304397583,ok,50
koramangala,5,4,Adaptive GA,2.5786419036564134,0.3193068504333496,ok,50
koramangala,5,4,Hybrid GA,2.5786419036564134,0.5385777950286865,ok,50
koramangala,5,5,Standard GA,2.0629135229251307,0.15924692153930664,success,10
koramangala,5,5,Elitist GA,2.5786419036564134,0.3463585376739502,ok,50
koramangala,5,5,Adaptive GA,2.5786419036564134,0.2971312999725342,ok,50
koramangala,5,5,Hybrid GA,2.5786419036564134,0.6545634269714355,ok,50
koramangala,5,6,Standard GA,2.0629135229251307,0.0885927677154541,success,10
koramangala,5,6,Elitist GA,2.5786419036564134,0.34117913246154785,ok,50
koramangala,5,6,Adaptive GA,2.5786419036564134,0.3012723922729492,ok,50
koramangala,5,6,Hybrid GA,2.5786419036564134,0.4023733139038086,ok,50
koramangala,5,7,Standard GA,2.0629135229251307,0.09372973442077637,success,10
koramangala,5,7,Elitist GA,2.5786419036564134,0.35570192337036133,ok,50
koramangala,5,7,Adaptive GA,2.5786419036564134,0.3354010581970215,ok,50
koramangala,5,7,Hybrid GA,2.5786419036564134,0.6242120265960693,ok,50
koramangala,5,8,Standard GA,2.0629135229251307,0.12221097946166992,success,10
koramangala,5,8,Elitist GA,2.5786419036564134,0.4079911708831787,ok,50
koramangala,5,8,Adaptive GA,2.5786419036564134,0.36249327659606934,ok,50
koramangala,5,8,Hybrid GA,2.5786419036564134,0.6381561756134033,ok,50
koramangala,5,9,Standard GA,2.0629135229251307,0.12333512306213379,success,10
koramangala,5,9,Elitist GA,2.5786419036564134,0.37538647651672363,ok,50
koramangala,5,9,Adaptive GA,2.5786419036564134,0.35579538345336914,ok,50
koramangala,5,9,Hybrid GA,2.5786419036564134,0.5744118690490723,ok,50
koramangala,5,10,Standard GA,2.0629135229251307,0.07079482078552246,success,10
koramangala,5,10,Elitist GA,2.5786419036564134,0.38567090034484863,ok,50
koramangala,5,10,Adaptive GA,2.5786419036564134,0.3641040325164795,ok,50
koramangala,5,10,Hybrid GA,2.5786419036564134,0.5753905773162842,ok,50
koramangala,10,1,Standard GA,4.125827045850262,0.14846491813659668,success,10
koramangala,10,1,Elitist GA,5.157283807312827,0.4694499969482422,ok,50
koramangala,10,1,Adaptive GA,5.157283807312827,0.5534284114837646,ok,50
koramangala,10,1,Hybrid GA,5.157283807312827,2.4635355472564697,ok,50
koramangala,10,2,Standard GA,4.125827045850262,0.08185744285583496,success,10
koramangala,10,2,Elitist GA,5.157283807312827,0.39824748039245605,ok,50
koramangala,10,2,Adaptive GA,5.157283807312827,0.3892822265625,ok,50
koramangala,10,2,Hybrid GA,5.157283807312827,2.111581802368164,ok,50
koramangala,10,3,Standard GA,4.125827045850262,0.12284588813781738,success,10
koramangala,10,3,Elitist GA,5.157283807312827,0.3964054584503174,ok,50
koramangala,10,3,Adaptive GA,5.157283807312827,0.5240917205810547,ok,50
koramangala,10,3,Hybrid GA,5.157283807312827,2.5596365928649902,ok,50
koramangala,10,4,Standard GA,4.125827045850262,0.1353318691253662,success,10
koramangala,10,4,Elitist GA,5.157283807312827,0.4649956226348877,ok,50
koramangala,10,4,Adaptive GA,5.157283807312827,0.399503231048584,ok,50
koramangala,10,4,Hybrid GA,5.157283807312827,2.2738945484161377,ok,50
koramangala,10,5,Standard GA,4.125827045850262,0.12093639373779297,success,10
koramangala,10,5,Elitist GA,5.157283807312827,0.40436816215515137,ok,50
koramangala,10,5,Adaptive GA,5.157283807312827,0.5358037948608398,ok,50
koramangala,10,5,Hybrid GA,5.157283807312827,2.514477491378784,ok,50
koramangala,10,6,Standard GA,4.125827045850262,0.1401829719543457,success,10
koramangala,10,6,Elitist GA,5.157283807312827,0.4909858703613281,ok,50
koramangala,10,6,Adaptive GA,5.157283807312827,0.44297194480895996,ok,50
koramangala,10,6,Hybrid GA,5.157283807312827,2.2154147624969482,ok,50
koramangala,10,7,Standard GA,4.125827045850262,0.1356973648071289,success,10
koramangala,10,7,Elitist GA,5.157283807312827,0.48716163635253906,ok,50
koramangala,10,7,Adaptive GA,5.157283807312827,0.3689723014831543,ok,50
koramangala,10,7,Hybrid GA,5.157283807312827,2.098101854324341,ok,50
koramangala,10,8,Standard GA,3.743244341265236,0.11068582534790039,success,10
koramangala,10,8,Elitist GA,4.679055426581544,0.3905317783355713,ok,50
koramangala,10,8,Adaptive GA,4.679055426581544,0.45587730407714844,ok,50
koramangala,10,8,Hybrid GA,4.679055426581544,2.242534875869751,ok,50
